"","timepoints9","timepoints10","timepoints12","timepoints13","timepoints14","timepoints15"
"PSRC1",-0.285619098569852,-0.198414932360227,-0.16117918811304,-0.077751689443004,-0.285619098569852,-0.255114177464811
"PTAFR",-0.223790941573442,-0.223790941573442,-0.210369845075359,-0.214933693063104,-0.0537086082277249,0.0610990584512161
"PTCHD1",-0.128206106957303,-0.128206106957303,-0.128206106957303,-0.128206106957303,-0.128206106957303,-0.128206106957303
"PTCRA",-0.0369106040501015,-0.0369106040501015,-0.0369106040501015,-0.0369106040501015,-0.0369106040501015,-0.0369106040501015
"PTGDS",0.427930911456316,-0.078896236294628,-0.078896236294628,-0.078896236294628,-0.042972121790103,-0.078896236294628
"PTGER4",-0.245049145437975,-0.21929847125623,-0.23235136922751,-0.163691702951544,-0.245049145437975,-0.192004091672439
"PTGS1",-0.155613748557148,-0.155613748557148,0.0709466793801846,-0.155613748557148,-0.155613748557148,-0.155613748557148
"PTGS2",0.00769934317333501,-0.337390208501382,-0.275182158943307,-0.285222042351325,-0.394310495123543,-0.359606175145962
"PTHLH",-0.100177622560846,-0.100177622560846,-0.054756391999041,-0.0782007595602732,-0.100177622560846,-0.100177622560846
"PTPN6",-0.442948315280531,0.0855015985167667,-0.0598534384833877,0.224824471707962,0.0756449717001324,-0.191337419216744
"PTPN7",-0.130842053882878,-0.130842053882878,-0.121741355338522,-0.130842053882878,-0.130842053882878,-0.130842053882878
"PTPRC",-0.0605577361594309,-0.179541950212007,-0.271427435364034,-0.30178722308015,-0.300151882830807,-0.318421152888107
"PTPRCAP",-0.160676009406978,-0.128740352528721,-0.107644493718944,-0.12495400539153,-0.0132031526548058,-0.160676009406978
"PTPRE",-0.359174127487963,-0.31608498666539,0.029848816551287,-0.254495386249934,-0.349598458846964,-0.313033772688603
"PTPRN",1.05241788413891,0.601851496052281,0.509681901396639,0.70234034399664,0.250357510420038,1.33742239430138
"PTPRZ1",-0.205536994303395,0.527642370234384,0.731308076575124,1.2261097363563,-0.133216438683702,0.252340264315463
"PTTG1",0.333322762882721,0.692319566442227,0.00927014778650256,0.125356970444056,0.283105134287579,-0.377810285947047
"PUS1",-0.160886368194109,-0.160886368194109,0.0975021552909726,-0.0563073609019153,-0.147894827191805,-0.160886368194109
"PVRIG",-0.0962018809875394,-0.0962018809875394,-0.0914829198045126,-0.0962018809875394,-0.0962018809875394,-0.0962018809875394
"PYCARD",0.0790348427436351,-0.0225059444495877,0.0698387234489046,0.265277939606788,-0.177090781390076,-0.447497918023005
"PYHIN1",-0.0669912114221204,-0.0669912114221204,-0.0669912114221204,-0.0669912114221204,-0.0669912114221204,-0.0669912114221204
"PYY2",-0.129919327952162,-0.129919327952162,0.226398679631002,-0.0643879439844498,0.161464069153202,-0.0403522351108952
"QPCT",-0.135417156656476,-0.112637452563301,-0.244708299311485,-0.20270624518457,-0.256879924051519,-0.513646135922215
"RAB37",-0.128089809410785,-0.128089809410785,-0.120130313548864,-0.128089809410785,-0.128089809410785,-0.128089809410785
"RAB3B",0.610678914431962,0.725064710700541,0.096004152324391,0.0536943529933564,0.208442876675828,-0.202915593570074
"RAB42P1",-0.144566008873278,-0.144566008873278,-0.137279559867856,-0.100013552124847,-0.101263660153693,-0.144566008873278
"RNASE1",-0.798188513666746,-0.388372563389092,0.123904668233586,-0.217081342591861,-0.360157722543452,0.0964419381509261
"RAC2",-0.283532401060694,-0.194835212316375,-0.243021498524046,-0.267380466074805,-0.136986864940473,-0.231365786288249
"RACGAP1",-0.218915173402461,0.607638981431934,-0.162040996614111,-0.175972667916316,-0.164990983067679,-0.218915173402461
"RAD51AP1",-0.029299401442664,-0.255505275615981,-0.0683838494935246,-0.0895734161558216,-0.248511212874331,-0.255505275615981
"RAD9B",-0.0836399196296912,0.490544406408058,-0.0727227896149005,-0.0836399196296912,-0.0836399196296912,-0.0836399196296912
"RALYL",1.51145635851841,-0.0480112884560017,-0.0280231729519616,0.085519756986223,-0.132454615589807,-0.105227265327027
"RAMP1",-0.248006312470379,-0.310469356083091,-0.207119374827602,-0.0491995639073142,-0.132191388098655,-0.354237869297594
"RAMP2",-0.133182573504406,-0.314972324187135,-0.358909542021137,-0.145855344563148,-0.292062818276797,-0.428610291630971
"RAMP3",-0.156679383538768,-0.156679383538768,-0.0616458406459032,-0.0153300079558438,0.386119919713947,-0.156679383538768
"RAPGEF5",0.262447207595938,0.513732960257091,0.215311556274485,0.0501441469225709,-0.208326804881592,-0.33998960207371
"RARRES1",-0.117893349105491,-0.163892127932691,-0.201251582093664,-0.0744971093320191,-0.265159538475889,-0.265159538475889
"RARRES2",-0.364124099324457,-0.490290810461175,-0.441080755610545,-0.266035454772013,-0.431180844233218,-0.503313452774024
"PLAAT4",-0.329967310772962,-0.291242265297862,-0.289315161133778,-0.21737916761515,-0.148372992593718,-0.306467623180735
"RASD1",-0.530053928191366,-0.446996193906214,-0.284340229512156,-0.460281315540314,0.528095139991822,0.0924466422095342
"RASD2",-0.0962276059629312,-0.0962276059629312,-0.0962276059629312,0.209718685126855,-0.0153550057679128,0.821611267306426
"RASGRF1",-0.111937520447362,-0.111937520447362,-0.0900036259116102,-0.0924451171527257,0.268658462193068,-0.111937520447362
"RBBP8",-0.169807534194888,-0.0764452349983871,-0.0415079637673052,0.0678430023257675,-0.327965045823009,-0.0542020952146115
"RBM38",-0.23209675689319,0.200167434325606,-0.152251061667107,-0.0944357917944689,-0.0120475326951222,-0.23209675689319
"RBMS3-AS3",-0.16106367602341,-0.16106367602341,-0.144059269442396,-0.133715693691733,-0.16106367602341,-0.0816465669225336
"RBMXL2",-0.0182894441648147,-0.0182894441648147,-0.0182894441648147,-0.0182894441648147,-0.0182894441648147,-0.0182894441648147
"RBP4",-0.443901690924203,-0.390485191194262,-0.367066591095966,-0.464582953350322,-0.458620774482366,-0.352022036678646
"RBP7",-0.219625299535821,-0.219625299535821,-0.134778050501314,-0.185023923146169,-0.169765085607483,-0.180289581054746
"RCAN1",-0.389948378734628,-0.357874600260992,-0.192078572408582,-0.352208314086626,-0.360534581956502,0.219588180520098
"RCN3",-0.38711113078494,-0.505700647017973,-0.194797375613242,-0.15625912026201,-0.398377007001075,-0.541120608345874
"RCSD1",-0.258866722887541,-0.0825537093757882,-0.168402323452499,-0.237589359621345,-0.230124152704614,-0.258866722887541
"RCVRN",-0.0528674538117191,-0.0528674538117191,-0.0528674538117191,-0.0528674538117191,-0.0528674538117191,-0.0528674538117191
"RDH12",-0.111357748749129,-0.111357748749129,0.215503983820121,0.0315387507227128,-0.111357748749129,-0.111357748749129
"RELL2",-0.0360466896557514,-0.0360466896557514,-0.0360466896557514,-0.0360466896557514,0.269938889803754,-0.0360466896557514
"RELN",0.229515768751543,-0.119235772633367,-0.0457137303145906,-0.119235772633367,-0.104662840290064,-0.119235772633367
"RETN",-0.188968439044165,-0.188968439044165,-0.0964584651567711,-0.149432473716044,-0.188968439044165,-0.188968439044165
"RFC3",-0.000743102526415259,0.175502958368714,0.144293561001509,-0.0965401078700399,-0.318062708349834,0.239036498825754
"RFX8",-0.0995582118858116,-0.0995582118858116,-0.0575169644848357,-0.0995582118858116,-0.0995582118858116,0.00388572844573739
"RGCC",-0.156253948550588,-0.1000432354937,-0.346328893693668,-0.0270109767193208,-0.358480894835303,1.29833138598767
"RGPD2",-0.0399339045410093,-0.0399339045410093,-0.0399339045410093,-0.0399339045410093,-0.0399339045410093,-0.0399339045410093
"RGR",-0.0312868040022339,-0.0312868040022339,-0.0312868040022339,-0.0312868040022339,-0.0312868040022339,-0.0312868040022339
"RGS1",-0.0402623801053033,-0.290429535937195,-0.193752438399831,-0.203395964852044,-0.140731660438822,-0.308219319257577
"RGS10",-0.231921346710784,-0.365042113901067,-0.28549042526855,-0.204120465037135,-0.385711094996341,-0.385711094996341
"RGS16",-0.440469669778327,-0.354004721554574,0.210365320461149,0.380626019771809,0.346374047668079,0.252436322015144
"RGS19",0.539318170919419,0.00350293258049534,0.0460343782642217,-0.235951273192579,-0.156357955310437,0.318514718855778
"RGS2",0.26327516625586,0.479449312931044,0.0203527993758613,0.475886389549888,0.408881279343439,0.638354591910913
"RGS4",0.0616449172989934,-0.182249377943487,-0.130965618036712,-0.108207150407828,-0.170660764243636,-0.182249377943487
"RGS5",-0.245038837464123,-0.217715338036294,-0.237949323422259,-0.235010427708781,-0.203410342862317,-0.245038837464123
"RHAG",-0.174829163286433,-0.174829163286433,-0.163026984877087,-0.156714359171468,0.124967130219305,-0.174829163286433
"RHBDF2",-0.20936993808237,-0.20936993808237,-0.20936993808237,-0.190337276939362,-0.20936993808237,-0.101742210997263
"RHBDL1",2.28389483989703,0.592282603179899,0.589431488397581,0.669345844727325,0.207117999596192,0.443078332144528
"RHBDL2",0.911312270194431,0.0495969369950716,0.201341939332535,0.0259408909598729,0.669526877371784,0.500922043183748
"RHCE",-0.170597338190196,-0.170597338190196,-0.170597338190196,-0.170597338190196,-0.102258023945448,-0.170597338190196
"RHO",-0.0449024350578702,-0.0449024350578702,-0.0449024350578702,-0.0449024350578702,-0.0449024350578702,-0.0449024350578702
"RHOV",-0.113752861901192,-0.113752861901192,-0.0607076764621333,-0.113752861901192,-0.113752861901192,-0.113752861901192
"RHPN1-AS1",-0.0970677897711835,-0.0970677897711835,-0.0970677897711835,-0.0970677897711835,-0.0453736529171326,-0.0970677897711835
"RILPL2",-0.24825892238394,-0.415907120226825,-0.0775380093681043,-0.117117243438452,0.347524115036783,-0.223119763083243
"RNASE2",-0.112507370506037,-0.112507370506037,-0.0946983586274761,-0.112507370506037,-0.112507370506037,-0.112507370506037
"RNASE6",-0.269746324749122,-0.216179202981814,-0.188421608104718,-0.240504522629205,-0.269746324749122,-0.168170924600385
"RNASEH2A",-0.486760867430958,0.157252633539852,-0.284020039818314,-0.323452814052067,-0.445204964723941,-0.00842656423857065
"RNASET2",-0.110683565110523,-0.399414483095661,-0.334193114076268,-0.25458958120797,-0.41192522970633,0.0498516291936749
"RNF149",1.20344169906078,-0.249792123564535,0.26899510114574,-0.233414463400572,0.519665989048475,-0.222684166525002
"ROBO4",-0.142260959802394,-0.142260959802394,-0.138370991362686,-0.104124217085015,-0.142260959802394,-0.142260959802394
"RPA4",1.95708986952154,-0.0560726052410051,0.12676507849065,-0.0560726052410051,-0.0560726052410051,-0.0560726052410051
"RPGR",0.13963632231208,-0.209826899681767,0.165322711027301,0.48635953483933,-0.0621000308795686,-0.44613939721908
"RPL13P5",-0.22430182218845,-0.023885377475168,-0.0728530956315416,-0.00315593211971933,-0.22430182218845,-0.22430182218845
"RPSAP52",-0.0508904944016887,0.862826823271192,-0.0508904944016887,0.092528629676272,-0.0508904944016887,-0.0508904944016887
"RRAD",-0.132968701047422,-0.132968701047422,-0.132968701047422,0.0400840719362912,-0.132968701047422,-0.00100510830684727
"RSPO3",-0.325291313457909,-0.38306531447331,-0.337018868859414,-0.369838169813689,-0.396281993041138,-0.397810245600286
"RTN1",3.14052908468367,1.56689452951681,2.2551913126676,1.83322802902866,1.58444444898807,1.5229081169217
"RTN4RL1",-0.107487301488212,-0.107487301488212,-0.107487301488212,0.213933896039236,-0.107487301488212,-0.107487301488212
"RTP4",-0.0822163258585772,-0.0822163258585772,-0.0822163258585772,0.180468121997783,-0.0822163258585772,-0.0822163258585772
"RUNX3",0.0799238572689364,-0.145817855670607,-0.171711475906291,-0.161613960518358,-0.182651974477164,-0.182651974477164
"S100A10",-0.519853670890982,-0.501441823933761,-0.533309214090104,-0.351034134911145,-0.507924653545787,-0.189256882439892
"S100A11",-0.899681562213848,-0.649821729678373,-0.92154557491417,-0.735633541590408,-1.09441898582983,-1.13352855086392
"S100A12",-0.10363875272108,-0.10363875272108,-0.10363875272108,-0.0260209184218385,-0.10363875272108,-0.10363875272108
"S100A2",-0.075531257301401,-0.075531257301401,-0.075531257301401,-0.075531257301401,-0.00790301897529635,-0.075531257301401
"S100A4",-0.340358282286982,-0.263135913215067,-0.175009769076303,-0.244511665677001,-0.277804372106151,-0.196920860249433
"S100A6",-0.0758117665336057,0.101899527469654,0.0795167802520483,-0.1183235480244,0.0233189549750558,0.274275365023068
"S100A8",-0.285807042280934,-0.218762109966381,-0.188083350728384,-0.138946409094368,0.12765603944258,-0.217223936228895
"S100B",0.715864209752262,0.490735127844546,0.348004573309342,0.405575954412507,0.556416820811925,-0.226408047800501
"S100P",-0.128193345597059,-0.0792994924062243,-0.0616003905807625,-0.0298500397211839,-0.0580338408828324,-0.0805679596892964
"S1PR1",-0.266445522410275,-0.266445522410275,-0.253184491312493,-0.220552402130972,-0.246090078223724,-0.266445522410275
"S1PR4",-0.0984292324439552,-0.0984292324439552,-0.0926507637063044,-0.0984292324439552,-0.0984292324439552,-0.0984292324439552
"SAA1",-0.0641494263791198,-0.0641494263791198,-0.0641494263791198,-0.0641494263791198,-0.0641494263791198,-0.0641494263791198
"SAMSN1",-0.26645429705086,-0.26645429705086,-0.241721491185309,-0.204692067675035,-0.251652547504061,-0.0846975507528507
"SBNO2",-0.212736348659215,-0.212736348659215,-0.201314998530485,-0.0147261732927295,-0.127595358028348,0.195675741302012
"SCAMP5",0.467386255187856,1.07786253818694,0.662489737926626,0.274789698693173,0.335036521446897,-0.0266335568445175
"SCARA5",-0.117113630414963,-0.281483810699041,-0.328271747660564,-0.300734411824545,-0.33115806088695,-0.33115806088695
"SCARNA10",-0.052694294664923,-0.052694294664923,0.130081965238076,-0.052694294664923,-0.052694294664923,0.86118700485007
"SCARNA21",-0.079602949455626,-0.079602949455626,-0.0434683436460677,-0.079602949455626,-0.079602949455626,-0.079602949455626
"SCARNA9L",-0.0752325027716475,0.16866715155208,-0.0752325027716475,-0.0752325027716475,-0.0752325027716475,-0.0752325027716475
"SCG2",1.03698774626934,1.26093973147851,1.38786969243582,1.03045949527776,0.972743447767763,0.402477871649361
"SGCG",0.829137163421056,0.98920230550073,0.593590608497961,0.694742430076622,0.381022112355407,0.0949437811980556
"SCG5",0.299848562924019,1.14000832792501,1.03384355303081,1.04512583758925,0.952401246031558,1.02862369113775
"SCGB2A1",-0.346785707969399,0.32279739703769,0.417135679067809,0.0422055060629816,-0.00206375200162223,-0.0467563634767613
"SCGB3A1",-0.0479595760437544,-0.205229210788122,-0.181779327788197,-0.0181322468149135,-0.0492361790092174,-0.205229210788122
"SCIMP",0.125258095804943,-0.136536327681054,-0.159715629491331,-0.167730438376105,-0.0325584486210574,-0.179253142274198
"SCIN",-0.184208961937757,-0.184208961937757,-0.019005398348069,-0.0534026001973214,0.0832334194194699,0.412943343428269
"SCN3A",0.480131963040706,0.87724595726773,1.11592554318891,0.864633346364157,0.672203409120936,-0.243063718160609
"SCN4B",-0.121913583951689,-0.121913583951689,-0.121913583951689,-0.121913583951689,-0.121913583951689,-0.121913583951689
"SCNN1B",-0.0792227398212193,0.0752554330764482,-0.0792227398212193,-0.0792227398212193,-0.0792227398212193,-0.0792227398212193
"SCNN1G",-0.110009788166029,0.0398386199617044,-0.110009788166029,-0.110009788166029,-0.110009788166029,-0.110009788166029
"SCRG1",-0.111000400551718,-0.111000400551718,-0.111000400551718,-0.087844832127016,-0.111000400551718,-0.111000400551718
"SCT",-0.190787607856514,-0.190787607856514,-0.166522347017475,-0.190787607856514,-0.190787607856514,-0.190787607856514
"SDF2L1",-0.727718369181354,-0.326739387713388,0.431215749711697,0.0192395804971327,0.419800266177157,-0.197081624452649
"CAVIN2",-0.226815579375106,-0.180077807110541,-0.219019317004984,-0.157988223803192,-0.226815579375106,-0.136720592290401
"SEC11C",0.12770675114539,0.212340095564805,0.52043943193358,0.26057911887544,0.547879481347691,-0.184802811302609
"SECTM1",-0.154051008652649,-0.154051008652649,-0.0568578867133562,-0.139659338941991,-0.154051008652649,-0.154051008652649
"SELE",-0.0689383177057393,-0.0689383177057393,-0.0689383177057393,-0.0689383177057393,-0.0689383177057393,-0.0689383177057393
"SELENBP1",-0.26525602805243,-0.353709089650848,-0.349274397375603,-0.341207921096849,-0.217296930116458,-0.37249634329977
"SELL",-0.139147810029566,-0.213794667992828,-0.203453856972453,-0.24720186479561,-0.167238228333925,-0.261398932656167
"SELENOM",-0.191059378002794,-0.0650807348578385,0.337262993921219,0.21449820473218,0.170680129612987,0.732245679430056
"SELPLG",0.0117797629028908,-0.18378322980231,-0.164102220796912,-0.134201294513305,-0.17643996238242,-0.18378322980231
"SELENOV",1.3233311817554,0.0107579863673353,-0.0685550042007591,-0.0815585279920331,-0.0815585279920331,-0.0815585279920331
"SEMA3C",-0.179190146244916,-0.179190146244916,-0.172860622130616,-0.168370232348994,-0.0845458340408885,-0.179190146244916
"SERPINA1",0.193066491324193,-0.203461258973694,-0.112742507208497,0.175286498492154,-0.187646889351016,-0.174267911162023
"SERPINA3",-0.128632834604986,-0.0962086516925697,-0.120427485291389,-0.0712367004807254,-0.128632834604986,-0.128632834604986
"SERPINA5",-0.0534627328593125,-0.0534627328593125,-0.0534627328593125,0.0812396961881879,-0.0534627328593125,-0.0534627328593125
"SERPINB1",-0.481927227305395,-0.0975074388207458,0.394287165659433,0.287031033267983,-0.0904619808649556,-0.02599169419722
"SERPINB2",-0.0803711191197472,0.264912933758488,-0.0719597706985415,-0.0803711191197472,-0.0803711191197472,-0.0803711191197472
"SERPIND1",-0.0459168484386775,-0.0459168484386775,-0.0459168484386775,-0.0459168484386775,-0.00720710636286833,-0.0459168484386775
"SERPINE1",-0.215840699028977,-0.172277367051633,-0.127551227700372,0.166286173529466,-0.177522308233337,0.0852981754301043
"SERPINE2",0.0165640928485433,-0.484678655085241,-0.386997132694846,-0.393187161934459,-0.44526124437056,-0.407807840572389
"SERPINF1",-0.418349222395281,-0.614024102558197,-0.637252552887148,-0.521837192082893,-0.710765712249188,-0.791539556599921
"SERPINF2",-0.0639565766326576,-0.0639565766326576,-0.0639565766326576,-0.0639565766326576,-0.0639565766326576,-0.0639565766326576
"SERPING1",-0.616426160018885,-0.511713121088831,-0.539438183340258,-0.585655310779117,-0.580331116457949,-0.616426160018885
"SERPINI1",0.171762724388482,0.336987522443847,0.138089259030812,-0.0894373891597997,0.426860336933652,0.176972772060617
"SEZ6L",-0.241540200248379,-0.196908225774243,-0.216545085279347,-0.20331489591532,-0.139252042948075,-0.241540200248379
"SFRP1",-0.279841533309919,-0.359473653424383,-0.363892629118775,-0.342808546367549,-0.384005920223178,-0.389002378273818
"SFRP2",-0.39559554666091,-0.258387640511049,-0.269303329957881,-0.237288365972602,-0.347809429288719,-0.38192545471527
"SFRP4",-0.104722381953325,-0.104722381953325,-0.104722381953325,-0.104722381953325,-0.104722381953325,-0.104722381953325
"SGCA",-0.0376344404494499,-0.0376344404494499,-0.0376344404494499,-0.0376344404494499,-0.0376344404494499,-0.0376344404494499
"SGK1",-0.302578112803177,-0.568360793893589,-0.543863617827465,-0.31851744725514,-0.586253716960725,-0.411292924764133
"SGO2",-0.116211879700419,-0.255333359481501,-0.234004281155651,-0.108783631837542,-0.229778677428723,-0.214137379903455
"SH2D1A",-0.100435444982751,-0.0419931067667496,-0.0920698480446441,-0.100435444982751,0.143100412734335,-0.100435444982751
"SH2D1B",-0.0538614286709236,-0.0538614286709236,-0.0538614286709236,-0.0538614286709236,-0.0318498530829448,-0.0538614286709236
"SH2D3A",-0.124937971563904,-0.124937971563904,0.078621446538933,-0.0742685088438702,0.408034665589768,-0.124937971563904
"SH2D6",-0.0876686805366053,-0.0876686805366053,-0.0876686805366053,-0.0876686805366053,-0.0876686805366053,0.203594678207083
"SH3BP1",-0.192572808248087,-0.130561460557817,-0.0935672160773882,0.0533458015951195,-0.192572808248087,-0.192572808248087
"SH3BP5",-0.0955336206351618,0.0369464152973967,0.0593449577636879,0.30222909548464,-0.0955336206351618,-0.0955336206351618
"SHCBP1",-0.195970652614739,-0.195970652614739,-0.195970652614739,-0.158723715785718,-0.195970652614739,-0.195970652614739
"SIAH3",-0.0570114452004616,-0.0570114452004616,-0.0570114452004616,-0.0570114452004616,-0.0570114452004616,-0.0570114452004616
"SIGLEC1",-0.170259552096128,-0.170259552096128,-0.164032784653101,-0.170259552096128,-0.170259552096128,-0.170259552096128
"SIGLEC17P",-0.0579398651829797,-0.0579398651829797,-0.0464284788713661,-0.0579398651829797,-0.0579398651829797,-0.0579398651829797
"SIRPB1",-0.0747661648409742,-0.0747661648409742,-0.0747661648409742,-0.0747661648409742,-0.0747661648409742,-0.0747661648409742
"SIRT7",0.0706520209618088,-0.220248101872951,0.00920023597642641,0.051175506574541,0.495189248388229,0.151834650398899
"SKAP2",-0.291044771143762,-0.291044771143762,-0.0999396238852806,-0.108527652144399,-0.112950067303053,-0.291044771143762
"SLA2",-0.0695513872208214,-0.0695513872208214,-0.0695513872208214,-0.036556377571198,-0.0568735520514593,-0.0695513872208214
"SLAMF1",-0.0416536322099955,-0.0416536322099955,-0.0416536322099955,-0.0416536322099955,-0.0416536322099955,-0.0416536322099955
"SLAMF7",-0.128389944549886,-0.128389944549886,-0.124500075389047,-0.0754170365403306,-0.128389944549886,0.00458402447126231
"SLAMF8",-0.110411829595378,-0.110411829595378,-0.0953358682383033,-0.110411829595378,-0.110411829595378,-0.110411829595378
"SLAMF9",-0.0456727683202894,-0.0456727683202894,-0.0456727683202894,-0.0456727683202894,-0.0456727683202894,-0.0456727683202894
"SLC11A1",-0.265421757836574,0.096945404776591,-0.182379887788855,-0.245837779556252,-0.235729810475563,0.023766747473443
"SLC14A1",-0.150531600170651,-0.150531600170651,-0.134653277131259,-0.113242548058665,-0.119753994515379,-0.150531600170651
"SLC16A12",-0.144769308993495,-0.144769308993495,-0.144769308993495,-0.144769308993495,-0.144769308993495,0.157287087852861
"SLC18A3",-0.0360910286310606,-0.0360910286310606,-0.0360910286310606,-0.0360910286310606,-0.0360910286310606,-0.0360910286310606
"SLC1A3",-0.221450973299935,-0.221450973299935,-0.0722706338195318,-0.203055720410877,-0.221450973299935,-0.221450973299935
"SLC1A7",-0.0433215105972131,-0.0433215105972131,-0.0433215105972131,-0.0433215105972131,-0.0433215105972131,-0.0433215105972131
"SLC22A4",-0.164839703107769,-0.164839703107769,-0.00352324807628524,-0.00734829411016797,-0.0923477299788959,0.251698831304263
"SLC25A37",-0.402052088995982,-0.402052088995982,-0.280697134851778,-0.196145716770973,-0.218898254262767,-0.402052088995982
"SLC25A39",-0.639275523455658,-0.565986430646309,-0.256904277826494,-0.0657342553066844,-0.0570561301729563,-0.520251780740865
"SLC25A45",-0.310931171093367,0.356048085630149,-0.0921042042038078,0.0164821501068705,0.107758331418757,-0.247241128682819
"SLC25A53",-0.168724631091591,0.338712042663047,-0.0102584508858534,-0.0419829010800116,-0.110504330212897,-0.0323827009424624
"SLC26A2",0.139597427657141,0.285167056692113,0.148619169323095,0.164323850959358,-0.24592734220727,0.00883980180884922
"SLC2A1",-0.642737287803802,-0.389647520942427,-0.241481959024172,-0.294013497935598,-0.06491528895813,0.391497766435572
"SLC2A5",-0.0996346278825401,-0.0996346278825401,-0.0996346278825401,-0.0996346278825401,-0.0996346278825401,-0.0996346278825401
"SLC35G3",-0.0412289273523735,-0.0412289273523735,-0.0184102913882877,-0.0412289273523735,0.247686621846156,-0.0412289273523735
"SLC38A11",-0.175147780258621,-0.175147780258621,-0.139308029957202,-0.116713965885798,-0.175147780258621,-0.175147780258621
"SLC39A8",-0.160910341648245,-0.320970643767885,-0.313719167930737,-0.247801623255374,-0.158711301035236,-0.320970643767885
"SLC40A1",0.180382315859745,-0.523602225028526,-0.261840086928797,-0.425853198968842,-0.193271664908303,-0.502913751667031
"SLC47A1",-0.0684855826303334,-0.0684855826303334,0.0848910955719462,-0.0684855826303334,-0.0684855826303334,-0.0684855826303334
"SLC4A1",-0.244748117719841,-0.244748117719841,-0.227672385303419,-0.21140819651233,0.0834367990788527,-0.171625296470543
"SLC5A9",-0.0381314255037213,-0.0381314255037213,-0.0381314255037213,-0.0381314255037213,-0.0381314255037213,-0.0381314255037213
"SLC6A3",-0.0413021094795915,-0.0413021094795915,-0.0413021094795915,-0.0413021094795915,-0.0413021094795915,-0.0413021094795915
"SLC7A11",-0.168257006638251,-0.168257006638251,-0.168257006638251,-0.0283191517138381,-0.168257006638251,-0.168257006638251
"SLC7A5P2",-0.267546719683522,0.630257022065177,0.200833307543019,0.0698300426994496,0.549777715650269,-0.175972909817764
"SLCO1C1",-0.182873439336868,-0.182873439336868,-0.182873439336868,-0.131268332796766,-0.182873439336868,-0.182873439336868
"SLCO2A1",-0.19948845266739,-0.126682070428835,0.267369504819377,0.258753522743518,0.139922303657307,1.05530473179263
"SLCO2B1",-0.242195679172065,-0.155427628394907,-0.212457769204865,-0.220648032162284,-0.217547995079824,-0.242195679172065
"SLFN14",-0.0673802006705907,-0.0673802006705907,-0.0673802006705907,-0.0673802006705907,-0.0673802006705907,-0.0673802006705907
"SLIT2",-0.567248245684832,-0.55786615188955,-0.376263513055481,-0.10485419214837,-0.32150184612598,-0.567248245684832
"SLPI",-0.26660675724338,-0.129735260228737,-0.191692580150999,-0.230570260980427,-0.180564944405453,-0.0423294581648379
"SMAD5-AS1",-0.0965823847339468,-0.0965823847339468,-0.0773544728673062,-0.0965823847339468,-0.0965823847339468,-0.0965823847339468
"SMC2",-0.519709124752126,-0.317948054798554,-0.0875740205002555,-0.300654277421312,-0.368876440049988,-0.31474012295229
"SMC4",0.587006767247324,-0.164911561821915,-0.281244443588709,-0.289196974016568,-0.430944657626847,-0.253929878868972
"SMCR5",-0.260841221916802,-0.108973792067147,-0.189259567056563,-0.218864470102837,0.0709424970129174,-0.124113763686252
"SMIM1",-0.491023519746505,-0.10260201910109,-0.0761043120624764,-0.26745070162245,-0.0493638526334863,-0.0479551461573499
"SMIM22",-0.115912549475069,0.300511480742048,0.738159697788234,0.959139108507628,0.0505920621210376,0.815643689192313
"SMIM24",-0.09134484596557,-0.09134484596557,-0.0765601674714617,-0.09134484596557,0.181609301488797,-0.09134484596557
"SMIM4",-0.264087874133802,0.494355022493965,-0.0661667618073688,-0.114308394380856,0.288480205984483,-0.337948961853099
"SMOC1",-0.096256939070422,0.272449268849063,-0.096256939070422,-0.096256939070422,-0.096256939070422,-0.096256939070422
"SMR3B",-0.113656818022254,-0.113656818022254,-0.0629850735738532,0.029455216308331,0.174161903655396,-0.113656818022254
"SNCA",0.650081439228357,-0.333414820315107,-0.108842104609585,-0.318936070704182,0.393623245709237,-0.103440981730925
"SNCA-AS1",-0.0423371144779518,-0.0423371144779518,-0.0423371144779518,-0.0423371144779518,-0.0423371144779518,-0.0423371144779518
"SNCG",0.352221076324373,0.443621514025823,0.277829519742506,0.00380559687616944,-0.278593638502083,0.61473175843292
"SNORA14B",-0.0353410933141408,-0.0353410933141408,-0.0353410933141408,-0.0353410933141408,-0.0353410933141408,-0.0353410933141408
"SOD2",-0.175654278087527,-0.425364362051142,-0.161792173785106,-0.190113977170495,-0.428188765227246,-0.0757724759747324
"SORCS2",-0.17133683452157,-0.17133683452157,0.0204511864546424,-0.17133683452157,-0.0612000705475277,-0.17133683452157
"SORCS3-AS1",-0.02562611818266,-0.02562611818266,-0.02562611818266,-0.02562611818266,0.475655187726473,-0.02562611818266
"SOSTDC1",0.577986883424047,-0.190967272168627,-0.248690850306593,-0.232789948505283,-0.253074420532809,-0.253074420532809
"SOX1",-0.0496702580462133,0.863936129048897,-0.0496702580462133,-0.0496702580462133,-0.0496702580462133,-0.0496702580462133
"SOX11",0.451413511268547,0.547921215238659,0.391645785105511,0.231205483805763,0.280828888900061,-0.147870625941694
"SOX17",-0.0973367797378035,-0.0973367797378035,-0.084520913260971,-0.0973367797378035,-0.0973367797378035,0.033054311235972
"SOX18",-0.116342860001652,-0.116342860001652,-0.116342860001652,-0.116342860001652,-0.116342860001652,-0.116342860001652
