"","timepoints1","timepoints2","timepoints7","timepoints9"
"CDCA2",0.049958698728921,-0.189842502365964,-0.189842502365964,-0.0913645391949129
"CDCA3",0.0729371579302158,0.136084252960351,-0.237342037981574,-0.0785793284969235
"CDCA5",-0.171301424216769,-0.182485456566924,0.0665854134215603,0.0905117985296365
"CDCA7L",0.217054227662916,1.17944765686205,-0.25042319252271,-0.17414995014678
"CDCA8",-0.139798492700828,-0.0242970847476505,0.042006946256773,-0.132777627195275
"CDH23",-0.139879288367033,-0.122621304177106,-0.139879288367033,-0.139879288367033
"CDH26",-0.0633754669430499,-0.0633754669430499,-0.0633754669430499,-0.0633754669430499
"CDH5",-0.140423790884792,0.331328560710613,-0.190041353651413,-0.190041353651413
"CDHR3",0.266226916717207,-0.14605179446353,-0.0719539531323369,3.32207296271813
"CDK1",-0.20627203094646,-0.177407623830856,-0.374006232888532,-0.177581450676692
"CDKN1A",-0.523195834770383,-0.252316383733169,-0.255231561358828,-0.0355836578413899
"CDKN2A",-0.15531321267053,-0.15531321267053,1.20937990385173,0.755335565256624
"CDKN2C",-0.221888565540751,-0.23757518122709,-0.23757518122709,0.0280381315324301
"CDKN2D",-0.38802459454956,-0.389889124557311,-0.406875866569977,-0.221787627062016
"CDKN3",-0.181894479577852,-0.220125370791058,-0.227581841905193,-0.108811208611077
"CDR1",0.266695598029647,-0.211972541030852,0.989550646055819,-0.196936559806146
"CDX1",-0.0877940936050699,-0.0877940936050699,-0.0877940936050699,-0.0877940936050699
"CEACAM1",-0.16617950877065,-0.187296645597103,-0.187296645597103,-0.132154761584601
"CEACAM3",-0.0568347009084399,-0.0568347009084399,-0.0568347009084399,-0.0568347009084399
"CEACAM4",-0.0899346036017618,-0.0899346036017618,-0.0899346036017618,-0.0899346036017618
"CEACAM6",-0.00895717982362059,-0.0557969354896197,0.153483746785872,0.00015182293001797
"CEACAM8",0.0825161829035751,-0.0207772106355904,-0.0248511444402592,-0.0738212896016233
"CEBPA",-0.152353805284929,-0.198930395764321,-0.198930395764321,-0.0998403943894788
"CEBPB-AS1",-0.0924295141114158,-0.0924295141114158,-0.0924295141114158,-0.0924295141114158
"CEMIP",-0.174993001451338,-0.237489001975793,-0.0269912622982864,-0.237489001975793
"CENPA",0.00314545356202625,-0.156513613138154,-0.156513613138154,0.0443527919790224
"CENPE",-0.122018326687371,-0.0454801537694256,-0.266937575122649,0.055639981187255
"CENPF",0.134197953749347,-0.150464689811579,-0.187911204490809,0.141294036817611
"CENPJ",0.329890522544366,0.467721689783966,-0.25065849289889,0.317105158865019
"CENPK",-0.236736199175419,-0.18710891284965,0.00410189789310652,-0.128302387494983
"CENPM",-0.0169651128689327,-0.146983680099117,0.47345133796816,0.0508556025655256
"CENPN",0.0561437836178457,0.084361780137744,-0.148945689559457,0.267995696276353
"CENPU",-0.212563284455881,-0.0509055052082322,-0.0448947182025156,0.278198949353859
"CENPW",-0.250036360749337,-0.162486393291333,-0.271620591329757,-0.336693752229296
"CEP295NL",-0.0423112930011351,-0.0423112930011351,-0.0423112930011351,0.0748859879741248
"CEP55",-0.121175702611515,-0.121175702611515,-0.121175702611515,-0.0454723051249944
"CETP",-0.163956898718832,-0.133149909869476,-0.163956898718832,-0.163956898718832
"CFH",-0.203480602491054,-0.203480602491054,-0.203480602491054,-0.203480602491054
"CFP",-0.168640825145904,-0.0470137279551778,-0.168640825145904,-0.168640825145904
"CGA",-1.3527816401285,-1.26814214048134,-1.44552544702905,-1.50547050498448
"CGB3",-0.144998596712281,-0.144998596712281,-0.144998596712281,-0.144998596712281
"CGB7",-0.123547723603533,-0.123547723603533,-0.123547723603533,-0.123547723603533
"CGB8",-0.0661886595178458,-0.0661886595178458,-0.0661886595178458,-0.0661886595178458
"CH25H",-0.136600348095704,-0.0463385151935872,-0.136600348095704,0.769505952895649
"CHGA",-1.03336215765285,-0.781938957822141,-1.19370364977888,-1.14013561142634
"CHGB",-0.987196136668297,-0.697803755779804,-1.3488299359692,-1.36148366734408
"CHI3L2",-0.063513552555918,-0.063513552555918,-0.063513552555918,-0.063513552555918
"CHMP4B",-0.211571791497279,-0.262543639627695,-0.303163957741038,0.230056219594083
"CHRDL2",-0.0460450585622467,-0.0460450585622467,-0.0460450585622467,-0.0460450585622467
"CHRNB4",-0.0641698568815974,0.0484325041871944,-0.0641698568815974,-0.0641698568815974
"CHST5",0.394124988249311,-0.0873167552237027,-0.0873167552237027,0.255053089677857
"CHST9",-0.0549170112509513,0.0205292612502681,-0.0124104476571579,0.746575740403176
"CIDEA",-0.0393774669305534,-0.0393774669305534,-0.0393774669305534,-0.0393774669305534
"CILP",-0.111628241903085,-0.0803766114132343,-0.111628241903085,0.0231987696755111
"CITED1",-0.369459991763051,-0.381039292754822,-0.44566985824634,-0.430014205719825
"CKAP2",-0.0331343989341209,-0.0777722841016073,0.373323671725867,-0.0234777133840958
"CKAP2L",-0.118150067237853,-0.0795752661184979,-0.222773890869093,0.111738633007435
"CKAP5",0.00467417404514567,0.318464448066654,-0.301562678841012,-0.0929092024631171
"CKB",1.28479056033568,1.3294424088722,0.704875268743881,1.73112596086015
"CKS1B",0.468474971997854,0.805595599632013,0.182403748105369,-0.0998944270999211
"CKS2",0.134460338435304,-0.209487105567685,-0.354199539736741,0.16634543121839
"CLCN5",0.9361474376564,0.419768392600719,0.0951138893150253,0.183010207055246
"CLDN10",0.215457122464268,-0.110694306786923,0.290779796846785,0.230132421176953
"CLDN2",0.648767730083024,1.37860135484623,1.39827364217775,0.499513241043882
"CLDN20",-0.026852783379168,-0.026852783379168,-0.026852783379168,-0.026852783379168
"CLDN25",-0.0432483456663997,-0.0432483456663997,-0.0432483456663997,-0.0432483456663997
"CLDN4",-0.0692299795225289,0.0850653947989435,-0.488670161658526,-0.481821434855937
"CLDN5",-0.0718567095298311,-0.257572111601934,-0.164623459783445,-0.251852400443377
"CLDN7",-0.325764667915147,-0.12666389165982,-0.40977694708424,-0.40977694708424
"CLEC10A",-0.169859775223941,-0.169859775223941,-0.169859775223941,-0.169859775223941
"CLEC12A",-0.119265628557714,-0.119265628557714,-0.119265628557714,-0.119265628557714
"CLEC14A",-0.326686132330502,-0.175419405349556,-0.368332401552378,-0.368332401552378
"CLEC1B",-0.056837449131774,-0.056837449131774,-0.056837449131774,-0.056837449131774
"CLEC2B",-0.289262376801084,-0.289262376801084,-0.289262376801084,-0.270803634783932
"CLEC3B",-0.164132995946461,-0.168325371583421,-0.158509103150931,-0.178285264710892
"CLEC4A",-0.102610095076414,-0.183317041719348,-0.209913757579212,-0.209913757579212
"CLEC4E",-0.103779309099186,-0.103779309099186,-0.103779309099186,-0.103779309099186
"CLEC4F",-0.0722549453995149,-0.0722549453995149,-0.0722549453995149,-0.0722549453995149
"CLEC5A",-0.0791330723349052,-0.0791330723349052,0.334539042465689,-0.0791330723349052
"CLEC9A",-0.0891579934510141,-0.0891579934510141,-0.0891579934510141,-0.0891579934510141
"CLECL1",-0.137443198776343,-0.137443198776343,-0.137443198776343,-0.137443198776343
"CLIC2",-0.152851700823824,-0.188534307120898,-0.188534307120898,-0.188534307120898
"CLIC3",-0.155039276075291,-0.140988393547442,-0.155039276075291,0.257559574826485
"CLIC4",0.227287931741771,-0.0304944018610568,0.772456179598756,-0.146268288018152
"CLPSL2",-0.0252153835265931,-0.0864724924905095,-0.0864724924905095,-0.0864724924905095
"CLSPN",-0.174549086750551,0.0771532703969009,0.761707668120278,0.103132598250871
"CLU",1.62354946407114,1.12922557744004,0.487424753185207,1.62833573200078
"CMTM2",-0.0701852084380044,-0.0701852084380044,-0.0701852084380044,-0.0701852084380044
"CMYA5",0.175993369904839,-0.195790975259782,0.434513665933041,0.00892597469421234
"CNNM1",-0.0465046723652118,-0.142315014662921,-0.142315014662921,-0.0938804009879105
"CNRIP1",-0.151888440925576,-0.222049570574925,-0.0408859857429029,-0.0575388025754431
"CNTN2",-0.0876271460928741,0.591197810670546,-0.132556203893259,0.222017486748602
"COL11A1",0.233913767964589,0.125620155238911,1.13448479603061,0.952605213139661
"COL12A1",0.458630828807715,-0.104427710894102,-0.221102015111318,-0.130647027957897
"COL13A1",-0.3079267092903,-0.0186466502616528,-0.183692881589753,-0.400060329911275
"COL14A1",-0.323262349050546,-0.308057862988448,-0.182334856043489,-0.333901463357106
"COL15A1",-0.219169189766538,-0.205275516767584,0.899255318205613,-0.0906091203822992
"COL19A1",0.351367071764633,-0.105326502605488,0.21456418899358,-0.105326502605488
"COL1A1",-0.532167262013935,-0.598360561496768,-0.711089654552217,-0.622291477851319
"COL1A2",-0.285426282736982,-0.287355921423115,0.119472829888251,-0.304443507299287
"COL20A1",-0.0861527420070158,-0.0861527420070158,6.34571612078526,1.85709835331805
"COL25A1",3.63614180908266,4.01229198000443,1.54368970684268,3.39125196095462
"COL28A1",-0.0894426062461658,-0.0894426062461658,-0.0894426062461658,0.487096971253615
"COL3A1",-0.413637695946681,-0.62070391080895,1.42844705045839,-0.367894141961849
"COL4A1",-0.5647953171138,-0.559595898580764,-0.349115054763667,-0.584523107832972
"COL5A2",-0.115719179387403,-0.237590337259526,0.757194236793479,-0.248777054684651
"COL6A3",-0.47635801210037,-0.59516849430114,-0.622171792123047,-0.622171792123047
"COL6A6",-0.104969849189131,-0.0251710746812071,-0.104969849189131,0.255133669594682
"COL8A1",-0.0618280044478444,-0.00208181787519389,-0.26939025339492,0.174824867788102
"COLEC11",-0.26184149527679,-0.196742631660974,-0.335079578008511,-0.335079578008511
"CORO1A",-0.193675970844731,-0.279601770981846,-0.279601770981846,-0.111609638687166
"CORO2A",-0.221268059617612,-0.191606498101278,-0.221268059617612,-0.221268059617612
"COTL1",-0.320138072079716,-0.106531419255948,0.708176305361109,0.108105043974068
"COX4I2",-0.110747123945264,-0.032852523993742,0.172435373932333,0.164268064647918
"COX6A2",-0.181343583213343,-0.181343583213343,-0.181343583213343,-0.181343583213343
"COX7A1",-0.977236270296783,-0.950572341829548,-0.647771942120846,-0.429569830229516
"CP",-0.0824315902327298,0.637742094783894,1.22734206302409,1.15786684347641
"CPA5",-0.134512207569591,-0.0741516535191548,-0.134512207569591,-0.134512207569591
"CPED1",-0.542176414177292,-0.57113558723964,-0.416162791174226,-0.572909611693759
"CPLX3",-0.174132564841813,-0.174132564841813,-0.174132564841813,0.417922244993926
"CPVL",-0.304899933273423,-0.35613071791477,0.229754093495493,-0.166539777583911
"CPZ",-0.362152001350106,-0.357978395870565,-0.380185640842459,-0.380185640842459
"CR1L",-0.0942956907546167,-0.108555333080273,-0.126250911473439,-0.126250911473439
"CRABP1",0.20083765794361,0.0346445549758816,-0.174008929527626,-0.133625758790242
"CRELD2",0.305621256873051,-0.187317235940358,0.239625748860687,-0.504145592700463
"CRH",-0.080346387149899,-0.080346387149899,-0.080346387149899,-0.080346387149899
"CRISP2",-0.0826415775716331,-0.0826415775716331,-0.0826415775716331,-0.0826415775716331
"CRISP3",0.022477910370614,-0.0518330022810194,-0.0518330022810194,-0.0518330022810194
"CRNDE",0.0944975555894257,-0.144748507181648,-0.183475775732071,-0.183475775732071
"CRTAM",-0.0795148322977709,-0.0795148322977709,-0.0795148322977709,-0.0795148322977709
"CRTC3-AS1",-0.0141915888113563,0.0687773750744672,-0.0829573787397848,0.194442116198653
"CRYAB",0.174514121643931,-0.0218133397539986,-0.404924297007604,-0.11036137659449
"CRYBA2",-0.231182457920225,-0.231182457920225,-0.231182457920225,-0.231182457920225
"CRYBB1",-0.119625367683471,-0.119625367683471,-0.119625367683471,-0.0932003599956168
"CRYBG3",-0.247432113391692,-0.0457766361868149,0.102339698050916,0.234826771035193
"CRYGA",-0.0275558732687388,-0.0275558732687388,-0.0275558732687388,-0.0275558732687388
"CRYGC",-0.0510995459589026,-0.0814259183650513,-0.0814259183650513,-0.0814259183650513
"CRYGD",-0.0482090102113666,1.70464124270867,0.408452870816325,-0.18138619562597
"CRYM",2.35852898841657,2.35062572243582,0.277113961992862,5.08472020637658
"CSE1L-AS1",-0.0298806486468622,-0.0298806486468622,-0.0298806486468622,-0.0298806486468622
"CSF1",-0.171832747759935,-0.158987110922681,-0.171832747759935,0.222732620797281
"CSF1R",-0.321198382392581,-0.320763692874383,0.140285952609311,0.0918537358262554
"CSF3",-0.0429692582569695,-0.0429692582569695,-0.0429692582569695,-0.0429692582569695
"CSF3R",-0.212379965734388,-0.226477179536388,0.0198979361619353,-0.11805705051382
"CSHL1",-0.0609005623721031,-0.0609005623721031,-0.0609005623721031,-0.0609005623721031
"CSNK1A1L",-0.0677310649152888,0.65139258257866,-0.0677310649152888,-0.0677310649152888
"CSNK1E",-0.026297388693979,-0.026297388693979,-0.026297388693979,-0.026297388693979
"CSRP2",2.31209630422232,2.51253832140767,0.119549943295782,2.19186241943636
"CST3",-0.821890219059278,-0.669312775649156,-0.309061930942022,-0.55982118472025
"CST7",-0.10558480616119,-0.10558480616119,-0.10558480616119,-0.10558480616119
"CSTA",-0.19523103325793,-0.19523103325793,-0.19523103325793,-0.176256985641088
"CCN2",-0.418452199239881,-0.0344391772637856,0.4485801260449,-0.11222765835609
"CTLA4",-0.0588141561450706,-0.0588141561450706,-0.0588141561450706,-0.0588141561450706
"CTRL",-0.0776810968904055,1.17729683143851,1.34296857221284,-0.0776810968904055
"CTSB",-0.341872411505175,0.464353929222889,-0.194028649033308,0.064335117087047
"CTSC",-0.561824599294508,-0.71310420126604,-0.844354763129825,-0.416988638139491
"CTSD",0.0141666965237953,-0.332544180371502,0.225447881349074,0.0947723230814927
"CTSE",-0.0755640355301528,-0.0260371558124848,-0.0755640355301528,-0.0755640355301528
"CTSS",-0.318286931155991,-0.204899643055404,-0.252122709633229,-0.304450441595092
"CTSV",-0.181889117248118,-0.212026708749687,-0.357809613797174,-0.303607453306413
"CTSW",-0.112371896300992,-0.112371896300992,-0.112371896300992,-0.112371896300992
"CTXN2",-0.241851709060366,-0.2243760745586,-0.255803928807474,-0.255803928807474
"CX3CR1",-0.175386073570276,-0.175386073570276,-0.129330338977366,0.345882338652709
"CXCL1",-0.199843924127606,-0.199843924127606,-0.199843924127606,-0.199843924127606
"CXCL12",-0.0808175559443704,-0.17887170932418,-0.328100147465728,-0.160163824283992
"CXCL13",-0.0816341014955098,-0.0816341014955098,-0.0816341014955098,-0.0816341014955098
"CXCL14",3.99453493552188,3.01529665590652,1.70709560434046,3.49370779154741
"CXCL2",-0.457477281849712,-0.434736216994291,-0.457477281849712,-0.315458132846343
"CXCL3",-0.286558461548555,-0.286558461548555,-0.286558461548555,-0.234846180594104
"CXCL5",-0.033847214988457,-0.033847214988457,-0.033847214988457,-0.033847214988457
"CXCL8",-0.511499178163953,-0.51543513650109,0.244427517786234,0.209216389454596
"CXCL9",-0.0440519743074714,-0.0440519743074714,-0.0440519743074714,-0.0440519743074714
"CXCR2P1",-0.0892529297644955,-0.0892529297644955,-0.0892529297644955,-0.0892529297644955
"CXCR3",-0.0693778548347036,-0.0693778548347036,-0.0693778548347036,-0.0693778548347036
"CXCR4",1.02908325435872,0.725315972161585,-0.0725688929003669,0.536740616043827
"CXXC1",-0.0115212063002096,-0.146291856220279,1.75344832352549,0.989547004416
"TASL",-0.156747881492642,-0.156747881492642,-0.0946823081039627,-0.156747881492642
"CYB561",-0.458382324584075,-0.503547443134006,-0.475432136979464,-0.199722905399795
"CYB5D2",0.163539056583892,0.355649176012524,0.0499560301807315,0.0797121616768497
"CYBA",-0.101368430235728,0.219449828147356,0.291078041519059,0.273663812145632
"CYBB",-0.205734062145677,-0.320752187028765,-0.25578897031692,-0.171440093536859
"CYP11A1",0.485305038463082,-0.124768013923071,0.152546455829185,0.153758299359171
"CYP1B1",0.275083836342612,-0.160837783283613,-0.171536970415327,-0.153981458790779
"CYP26A1",0.0734147798545716,-0.167896574132097,0.231134367375399,-0.339729012390949
"CYP2B7P",-0.0627834134552039,-0.0627834134552039,0.0358601565518147,-0.0627834134552039
"CYP2S1",-0.150935213323584,-0.0841314215700744,-0.150935213323584,-0.0899512602754598
"CYP3A4",-0.0866298093286644,-0.0866298093286644,-0.0866298093286644,-0.0866298093286644
"CCN1",1.1256477365212,0.394520411826736,0.135993681308599,0.841620484666639
"CYSRT1",-0.0589860299016266,0.240695131654855,0.704171024010979,-0.109075822586625
"CYTH4",-0.169812372428313,-0.183243423814196,0.121386670974967,-0.112044060519038
"CYTIP",-0.23130956548258,-0.23130956548258,0.339391649125257,-0.23130956548258
"CYTL1",-0.0752228509021413,-0.0832660110386007,0.716939907841476,-0.116965466020653
"DAB2",0.336608805549252,0.07340494329221,-0.265838105740379,-0.190466564694241
"DAPL1",0.0494438132908909,1.35302332473533,-0.0354553804436808,0.387027864069044
"DBF4",-0.286275660393312,0.420101116145501,-0.219718480852989,-0.22098366002718
"DCLK1",0.976858206098359,1.34995587954545,0.302255193384764,1.71608123369447
"DCN",-0.67466838000819,-0.704060777151944,-0.587774806094782,-0.647381861952633
"DCT",2.13770949973388,1.3369199962492,-0.0755207018909007,0.323750239067819
"DCX",-0.209968551635253,-0.293138795553524,-0.286964672559047,-0.230717972886463
"DDC",-0.0860743610587485,-0.132800722056139,-0.132800722056139,0.164044678623733
"DEFA6",-0.301718443008664,-0.23070061194101,-0.320085418199423,-0.285305464862985
"DEFA4",0.159989517101786,-0.049582846437034,-0.049582846437034,-0.049582846437034
"DEFB1",-0.15083963372952,0.574220340108303,-0.15083963372952,-0.0924326121569123
"DEPDC1",-0.135098009173128,-0.0965334798675754,-0.200433013021545,-0.167903083049496
"DEPDC7",-0.159362503651642,-0.0813547618096778,-0.159362503651642,0.229242460135322
"DHFR",-0.00822645231830447,0.117992753864383,0.153736242488478,-0.0645326283033754
"DHRS2",-0.126290007397457,-0.126290007397457,-0.126290007397457,-0.126290007397457
"DHRS7C",-0.0546611468050327,-0.0546611468050327,-0.0546611468050327,-0.0546611468050327
"DHRS9",-0.12981499394099,-0.12981499394099,-0.12981499394099,-0.0998336534147582
"DIAPH3",-0.20894273997942,-0.24007608711214,-0.248699273693173,0.397463462354076
"DIO2",0.0260346695870197,0.246530417544829,-0.492962101959126,-0.219455541577108
"DIRAS3",-0.832825161402504,-0.756479497279595,-0.948852865171201,-0.942425782949379
"DIRC1",-0.127258886292909,0.00298214465204171,-0.127258886292909,-0.127258886292909
"DKK1",-0.258232291307996,-0.062629580063199,-0.26928497732372,-0.26928497732372
"DKK2",-0.212619206067642,-0.224151711250257,-0.224151711250257,-0.224151711250257
"DKK4",-0.0648444258259916,-0.086709413094921,-0.086709413094921,-0.086709413094921
"DLEU7-AS1",-0.0477445833898209,-0.0477445833898209,-0.0477445833898209,-0.0477445833898209
"DLGAP5",-0.06652725479,-0.180718512417433,-0.456777839398172,-0.0737522086441021
"DLGAP4-AS1",-0.0699094256029359,-0.0699094256029359,-0.0699094256029359,-0.0699094256029359
"DLK1",1.52052469574836,1.54683278969002,0.54350235025227,1.15491755576197
"DLX1",-0.073151104900376,0.0375160211450915,1.78527065868501,0.43008119194192
"DLX2",-0.162024514151563,-0.162024514151563,1.93782116746921,-0.0631066950517007
"DLX5",-0.0736284494506775,-0.0736284494506775,2.61356395505774,-0.0736284494506775
"DLX6",-0.0685019098562551,-0.0685019098562551,2.66204923883709,-0.0685019098562551
"DLX6-AS1",-0.0556681764678509,-0.0556681764678509,-0.0556681764678509,-0.0556681764678509
"DMRT2",-0.043528346471927,-0.043528346471927,-0.043528346471927,-0.043528346471927
"DNAH8",-0.0482870666157231,-0.0482870666157231,-0.0482870666157231,-0.0482870666157231
"DNAJA4",-0.417725134187282,-0.554801840106847,-0.594574747392152,-0.196988556138455
"DNAJB1",0.206600902257091,-1.24802189425667,-0.678997514967289,0.218731529121167
"DNAJC12",-0.651231612752868,-0.666251181979806,-0.757477819520695,-0.757477819520695
"DNAJC18",-0.0435437480465155,0.263783079724566,-0.23511154683875,0.029712033250116
"DNASE1L3",-0.148095852520627,-0.148095852520627,-0.148095852520627,-0.148095852520627
"DNASE2B",-0.0642227387593986,-0.0642227387593986,-0.0642227387593986,-0.0642227387593986
"DNER",-0.172441677564056,-0.333450948286523,0.192072154470677,-0.0818429022564802
"DNM3-IT1",-0.0486823913851049,0.669080636570974,-0.0486823913851049,-0.0486823913851049
"DOCK8",-0.322343630230963,-0.312223350069732,0.0638991623640627,-0.261864332310652
"DOCK9-DT",-0.0633476964048361,-0.0633476964048361,-0.0633476964048361,-0.0633476964048361
"DOK2",-0.221544257051192,-0.235109972927228,-0.235109972927228,-0.212315038426317
"DPEP2",-0.168770588361652,-0.168770588361652,-0.168770588361652,-0.168770588361652
"DPH3P1",-0.0668392116975682,-0.107385979311006,-0.107385979311006,0.0267583118526523
"DPP4",-0.0900436819032056,0.0343753042346182,-0.0900436819032056,-0.0900436819032056
"DPT",0.446698758272869,-0.111145354174896,-0.138884645900248,-0.138884645900248
"DPYSL3",-0.175024043721937,-0.164035271791323,-0.00197237863780155,-0.29111227905109
"DRC7",-0.083703490959528,0.160495851954758,-0.083703490959528,-0.0427778301720968
"DSG3",0.70832282603612,0.318370549157336,0.125293199320199,-0.187246113600207
"DTX1",0.190993115561147,-0.169466744300813,1.05142536017559,-0.0232184052613847
"DTYMK",0.404692641243002,0.47253855365827,0.676223213017192,0.0507368074066763
"DUSP2",-0.498030381151794,-0.524864808054509,-0.450997435698603,-0.38955952144316
"DYNC1I1",-0.380533908095505,-0.237780689789985,-0.389087047280519,-0.147643402389214
"DZANK1",0.428230799524763,1.69766971037928,-0.207109827617577,0.147299386648718
"E2F2",-0.175989972180518,-0.175989972180518,-0.175989972180518,-0.175989972180518
"E2F3",-0.138086040756431,0.0271622588468935,0.218537713961187,0.063501805692706
"E2F7",-0.107899036093534,-0.158781819968696,-0.170431160372073,-0.132935820297954
"EBI3",-0.158423327808669,-0.104046605878818,-0.158423327808669,-0.158423327808669
"ECEL1",-0.188631374562127,-0.188631374562127,1.2960260570148,0.250702556908263
"ECSCR",-0.0983936179789346,-0.209655121207998,-0.217515316819377,-0.217515316819377
"ECT2",0.082699484626964,-0.233621840653414,0.13033866305016,-0.00653314631502732
"EDN1",-0.100416231931416,0.25215637655024,-0.100416231931416,-0.100416231931416
"EDN2",-0.0958547268928964,-0.0958547268928964,0.189540261113421,0.0794099926062931
"EDN3",0.396516042209117,-0.00628796503980566,1.97309497544603,3.18778850458753
"EDNRA",-0.174667683044875,-0.364234614559078,-0.364234614559078,-0.364234614559078
"EDNRB",3.53680868887307,4.82044277902529,1.88663711606632,2.23521074562816
"EFNA1",-0.042237167009324,0.104108123329108,-0.401954670578219,-0.35855770099367
"EFNA2",2.43638650139616,1.5847631838526,0.733436295857759,0.415265133677481
"EGFL6",-0.259078969084955,-0.297863114706937,-0.311724306492292,-0.197354887910959
"EGFL7",0.0605100552440647,-0.180784450860589,-0.281302805978089,-0.395867897044107
"EGLN3",-0.0991962472097346,0.225152465346311,-0.1237635298607,0.433786745778737
"EGR2",-0.471430933830833,0.208900956274917,-0.209236432896243,0.412284361454916
"EGR4",-0.187675417515937,-0.187675417515937,-0.187675417515937,-0.113306622539216
"ELANE",-0.0315485481282864,-0.0315485481282864,-0.0315485481282864,-0.0315485481282864
"ELF3",-0.0824131913319587,-0.198047758482627,-0.28180595217579,-0.250752631325275
"EMC3-AS1",0.0529888357811728,0.676019240669921,0.628543674623145,-0.0675950441451462
"EML2-AS1",-0.0868713536005618,-0.0868713536005618,0.262465773197505,-0.0309518861884491
"EMX2",-0.28166346945171,-0.307910095029874,-0.307910095029874,-0.307910095029874
"ENO3",-0.15823736363404,-0.143960217888585,-0.181582047681959,-0.0294561207257997
"ENOX1",-0.123551433595455,0.938225256648781,0.49323145482304,0.290234971020619
"ENOX2",0.287794313321179,0.5596851066307,0.216556813683083,0.035325536370154
"ENTPD1-AS1",-0.112480831426569,-0.151922198274487,0.199808806776156,0.00317949453281685
"EOMES",-0.0562162315548763,-0.0562162315548763,-0.0562162315548763,-0.0562162315548763
"EPB41",-0.0331988580593046,-0.257258304464089,-0.37166541522209,-0.19420012474471
"EPB42",-0.178230249422191,-0.203699042490087,0.0139237366094988,-0.203699042490087
"EPCAM",-0.860131775875188,-0.662803802317873,-1.24697311634411,-1.14426967164419
"EPHA5",0.701355345712247,0.16932704565365,0.668437490577585,0.893864383664727
"EPSTI1",-0.327671128252856,-0.312403618230539,-0.136910216220028,-0.147181667104996
"ERBB4",-0.0121571293569902,1.25393507232507,1.43511002188721,2.65490683569455
"EREG",-0.071170440287477,-0.0523011438484088,-0.098415917103168,-0.0803231484157877
"ERICH6B",-0.0994208165508706,0.00987858731947107,-0.0994208165508706,-0.0994208165508706
"ESAM",-0.029486573173527,-0.22600474535226,-0.277899005375449,-0.277899005375449
"ESCO2",-0.193379004032562,-0.164100575441652,0.396724231945903,0.0959051695340088
"ESM1",-0.134780075946382,-0.048197661956739,-0.160328124736751,-0.160328124736751
"ESPL1",-0.146884569127273,-0.146884569127273,-0.146884569127273,-0.146884569127273
"ESR1",-0.106745122481428,-0.106745122481428,-0.106745122481428,-0.106745122481428
"EVI2A",-0.231214150206104,-0.0325010921076645,-0.196814302153732,0.542039365018262
"EZR",-0.202967206472873,0.181235809741241,-0.240582805446553,0.0826658852642478
"F13A1",-0.241870594563425,-0.25074267288178,-0.25074267288178,-0.243766067203136
"FABP1",-0.0307843120977003,-0.0307843120977003,-0.0307843120977003,-0.0307843120977003
"FABP3",-0.00649319834637175,-0.253913691395504,-0.284499785471784,-0.269845072573614
"FABP4",0.057811146062431,0.514996382847838,-0.177241491210086,-0.177241491210086
"FABP6",0.221272091437937,0.617077744879734,-0.104685505514132,-0.104685505514132
"FABP7",2.21287559160168,2.8967985360835,3.41141418846807,5.60202221346773
"FAIM2",0.406089624540335,0.100895901252163,-0.499443750606662,-0.13496598550523
"FALEC",0.102489364973777,0.544804323065563,1.21358078479338,-0.182518421314009
"FAM106C",-0.0343086571027748,-0.0343086571027748,-0.0343086571027748,-0.0343086571027748
"FAM107A",-0.0594949988992741,-0.00755900424506521,0.233263486385373,0.380088265649059
"FAM111B",0.0808069140129115,0.00402094255050873,-0.206241863125895,-0.206241863125895
"FAM122B",-0.281465954650909,0.00114867890151113,-0.369333303604165,0.218622967270157
"NIBAN3",0.307748693444219,-0.0552155833744536,-0.0552155833744536,-0.0552155833744536
"ERFE",-0.071726952163518,-0.071726952163518,0.16497660117082,-0.071726952163518
"FAM138E",-0.0317501343199756,-0.0317501343199756,-0.0317501343199756,0.254871298089167
"ALKAL1",-0.0409276203425764,-0.0409276203425764,-0.0409276203425764,-0.0409276203425764
"FAM155A",-0.213307410607906,0.0779057614332101,-0.431829293607424,-0.125101941726336
"FAM177B",-0.0196670848072589,-0.0616073497044792,-0.0616073497044792,-0.0616073497044792
"FAM178B",-0.0787337182038384,-0.0787337182038384,-0.0787337182038384,-0.0787337182038384
"FAM181A-AS1",-0.0197621944373356,-0.0197621944373356,-0.0197621944373356,-0.0197621944373356
"FAM181B",0.320342306779494,-0.132542197552844,1.39053414841687,0.251180795716961
"GASK1A",-0.0196663664739034,0.30329291161255,-0.123684349235097,-0.123684349235097
"FAM20C",-0.312696986580188,-0.314301160971131,0.237034378714525,-0.073647823381306
"FAM24B",-0.0763507567612512,-0.115723891403098,-0.368968953541215,0.0725808701862989
"CALHM6",-0.0729903281768696,-0.341113561279098,-0.303421538279386,-0.133496799268268
"FAM3B",-0.0885353500215319,-0.128951169517817,-0.200985682497549,-0.183349595965482
"FAM3D",-0.0508269690635272,-0.0508269690635272,-0.0508269690635272,-0.0508269690635272
"PIMREG",-0.14109335661786,-0.201441235939855,-0.220489867157231,0.207275489968743
"FAM81A",-0.149818167447794,-0.149818167447794,-0.149818167447794,0.200801598211882
"FAM83D",-0.18308424777516,-0.14622149849256,0.223535233980865,0.147251341179238
