"","timepoints1","timepoints2","timepoints3","timepoints4","timepoints5","timepoints6","timepoints11","timepoints13"
"JPT1",0.524945929447323,0.694628922289078,0.777775951240783,1.38965203448789,0.918004409759115,0.461577640315403,2.29059553381491,2.52563185207268
"HNMT",-0.296962374979249,-0.216652386969542,-0.32042308166665,-0.291858620492914,-0.375650090533231,-0.375650090533231,-0.0786031644205151,-0.318643908824697
"HOPX",-0.268367946180729,-0.300770289379893,0.104966707149047,-0.308675771928015,-0.326134672242211,-0.326134672242211,-0.283857866222,0.501577605334333
"HORMAD2",-0.0305559774936098,-0.0305559774936098,-0.0305559774936098,-0.0305559774936098,-0.0305559774936098,-0.0305559774936098,-0.0305559774936098,-0.0305559774936098
"HPGD",0.548122088927338,-0.0877754292672763,-0.144332258776673,0.0612239934283781,-0.270477312314401,-0.270477312314401,-0.270477312314401,-0.270477312314401
"HPGDS",-0.177178425252986,-0.214804195770966,-0.189116348000873,0.0309557963859804,-0.0992074052571209,-0.214804195770966,-0.214804195770966,-0.214804195770966
"PLAAT2",-0.039464448752888,-0.039464448752888,-0.039464448752888,-0.039464448752888,-0.039464448752888,-0.039464448752888,-0.039464448752888,-0.039464448752888
"HS3ST1",0.014954534946313,-0.226865251291694,-0.337292392603925,-0.298606499535502,-0.0824317865345791,-0.337292392603925,-0.31121040107891,-0.337292392603925
"HSD17B2",0.231143110023497,0.293065157972692,0.0629154500448838,0.145471618369652,-0.144200145010254,-0.144200145010254,-0.144200145010254,-0.144200145010254
"HSPA1A",-0.0255353867891217,-0.990005623051611,-0.789350395375902,-0.301531430600117,-1.22839511397006,-0.362859672731142,-0.174650007915205,1.09653793561422
"HSPA6",0.118762719369622,-0.543216649854904,-0.512199201914273,-0.151259355656053,-0.498977933614846,-0.410344311628998,-0.0352963452785733,-0.393536015402177
"HSPA7",0.0237443561367041,-0.328189567429667,0.0667552330101376,-0.110729888015637,-0.328189567429667,-0.328189567429667,-0.165870984250962,-0.215522472008985
"HSPB1",0.014145912968,-0.310262922010118,-0.33603586648186,-0.29945771247231,-0.436584865779854,-0.129745384770947,0.601344559607302,0.213018819729621
"HSPB3",-0.139236350002137,-0.157110459478072,0.395090448759432,-0.122800342756122,-0.171688362666168,-0.171688362666168,-0.171688362666168,-0.171688362666168
"HSPB9",-0.0929723987631108,-0.0804785731082123,0.563114958391963,-0.0929723987631108,-0.0929723987631108,-0.0929723987631108,-0.0929723987631108,-0.0929723987631108
"HSPH1",-0.44884833304438,-0.444312591107902,-0.632381410791791,-0.745662924120827,-0.451968056346042,-0.827398632339525,0.57485871663798,0.559021423055503
"HTATSF1",-0.265955485692533,0.347254122841903,-0.154156155707962,0.0643942106136141,0.0553539077296547,-0.0603716433932188,0.256236883856241,-0.636496327385009
"HTN3",-0.050833406134491,-0.050833406134491,-0.050833406134491,-0.050833406134491,-0.050833406134491,-0.050833406134491,-0.050833406134491,-0.050833406134491
"HTR1F",-0.0489015814755111,-0.0147230884621515,-0.0489015814755111,-0.0489015814755111,-0.0489015814755111,-0.0489015814755111,-0.0489015814755111,-0.0489015814755111
"HTR2C",0.0305259431431131,-0.0457317030170667,-0.143424119775794,-0.0927320279657658,-0.143424119775794,-0.143424119775794,-0.143424119775794,-0.143424119775794
"HYAL2",0.393844096870574,-0.0576574791874205,0.103282938793801,-0.0869137615915799,0.0112890364786445,0.99089029118909,-0.269051244139684,-0.406502235775198
"IBSP",-0.159906133538,-0.159906133538,-0.159906133538,-0.159906133538,-0.159906133538,-0.159906133538,-0.159906133538,-0.159906133538
"ICAM1",-0.29870960944859,-0.291121035325903,-0.220997479755823,-0.253518393449777,-0.307285483929549,-0.180870037585177,-0.216612051861221,-0.307285483929549
"ICAM4",-0.237286797148089,-0.237286797148089,-0.237286797148089,-0.237286797148089,-0.237286797148089,-0.237286797148089,-0.15716666800788,-0.237286797148089
"ICOS",-0.0734118643853205,-0.0734118643853205,-0.0734118643853205,-0.0734118643853205,-0.0734118643853205,-0.0734118643853205,-0.0734118643853205,-0.0734118643853205
"IDO1",-0.246323836808038,0.0515196730809692,-0.164634148721106,-0.265423260516475,-0.15526972487163,-0.0734516324347524,-0.0271092182381016,-0.236486248097974
"IER3",-0.435409190384975,-0.399271034083516,-0.189121617624252,-0.210107319683135,-0.489070907882426,-0.611120001418028,-0.375114466667755,0.616654254940092
"IER5",-0.458525496257306,-0.34139982554879,-0.14402787005287,-0.372516395015396,-0.439674926287335,0.0264287417505008,0.048945267566675,0.122691667772756
"IFI16",-0.444449277217437,-0.486645978232699,-0.504226637629393,-0.504969872330715,-0.580856059860518,-0.105979463564712,-0.580856059860518,-0.557459981494258
"IFI27",0.487018504669086,-0.0653107103063121,-0.168038056362119,-0.168038056362119,-0.168038056362119,-0.168038056362119,-0.168038056362119,-0.168038056362119
"IFI30",-0.375898480691722,-0.330507762421566,-0.246785695056418,-0.19213034082469,-0.415112982067791,-0.100837129977376,-0.294937054191701,-0.239184950547713
"IFI44L",-0.171732284548575,-0.120412927357036,-0.183444156380737,-0.0826625218801661,-0.183444156380737,-0.183444156380737,-0.183444156380737,-0.183444156380737
"IFI6",-0.721693941225611,-0.467869086408945,0.00514185477454193,-0.531469118839776,-0.774226182132265,-0.185568741758731,0.507360245869223,0.400290104841474
"IFIH1",-0.181668261211526,-0.0621598825733991,-0.181668261211526,-0.116787821789005,-0.181668261211526,-0.181668261211526,-0.181668261211526,-0.181668261211526
"IFIT1",-0.357716870044908,-0.152369748130948,-0.240528275727568,-0.358666143048022,-0.369950672081005,-0.369950672081005,0.843066561001278,-0.369950672081005
"IFIT1B",-0.0650706860560752,-0.0650706860560752,-0.0650706860560752,-0.0650706860560752,-0.0650706860560752,-0.0650706860560752,-0.0650706860560752,-0.0650706860560752
"IFIT2",-0.245845745210494,-0.245845745210494,-0.245845745210494,-0.245845745210494,-0.245845745210494,-0.245845745210494,-0.195425144553082,-0.245845745210494
"IFIT3",-0.21843539557446,-0.089607984163398,-0.183260258074775,-0.200339973326533,0.245296330687199,-0.21843539557446,-0.183280620324988,-0.128449837702254
"IFITM1",-0.415753359341088,-0.253260059875067,-0.182563793391608,-0.364852561040714,0.0514473654390548,-0.012148977888637,-0.314997838577918,0.240831859854625
"IFITM2",-0.616150514198076,-0.615249718690717,-0.466768387996288,-0.708445553192543,-0.45962551399497,-0.523857412142069,-0.483586288028514,-0.430889187698455
"IFITM3",-0.251286331409177,-0.355600674524516,-0.181712400639535,-0.238871188826055,0.00570355299211555,-0.153316513792558,-0.346641287071912,0.693208175342242
"IFNG",-0.0981435303393001,-0.0981435303393001,-0.0981435303393001,-0.0981435303393001,-0.0981435303393001,-0.0981435303393001,-0.0981435303393001,-0.0981435303393001
"IGF1",0.420163468113724,0.487739646636424,-0.16018991104595,-0.205198023088704,-0.0183714036762287,-0.205198023088704,-0.205198023088704,-0.205198023088704
"IGFBP3",-0.103577722497641,-0.282357922383961,-0.285882210996979,-0.26435597141087,0.0172864336392394,-0.394892460630304,-0.319483324265172,-0.104845263353049
"IGFBP5",0.079246233594343,0.143078446515078,0.797014704453354,-0.302052162789355,1.08388828599601,0.155886977430332,-0.26116100479653,1.01868917171025
"IGFBP6",-0.32368967618612,-0.338496569523631,-0.451516490788098,-0.243347882706083,-0.152589375303256,-0.475792346345225,-0.42606021064709,-0.247751037034345
"IGFBP7",-0.543584387053674,-0.465427259666282,-0.472725996070574,-0.493669043932699,-0.562846084134644,-0.562846084134644,-0.444652459747551,-0.304645438054178
"IGLL1",-0.0385876824204717,-0.0385876824204717,-0.0385876824204717,-0.0385876824204717,-0.0385876824204717,-0.0385876824204717,-0.0385876824204717,-0.0385876824204717
"IGLL5",-0.0435452560699151,-0.0435452560699151,-0.0435452560699151,-0.0435452560699151,-0.0435452560699151,-0.0435452560699151,-0.0435452560699151,-0.0435452560699151
"IGSF1",0.351775434105162,0.751177582481075,0.415299683706507,-0.219469984020132,0.567127159510813,0.232388930326042,0.164689249125451,0.269551719183637
"IGSF6",-0.24229858828421,-0.227946332522999,-0.215593724922556,-0.225843238904656,-0.25169623954455,-0.25169623954455,-0.232645682961817,-0.25169623954455
"IKZF1",-0.189539449894999,-0.196466345620818,-0.218565473746262,-0.218565473746262,-0.122543389733512,-0.218565473746262,-0.218565473746262,-0.218565473746262
"IL10",-0.121429211853036,-0.109028724362175,-0.0850765028750271,-0.137665290402813,-0.137665290402813,-0.137665290402813,0.120926555247739,-0.137665290402813
"IL10RA",-0.295744716140823,-0.282414789529286,-0.303966753669295,-0.303966753669295,-0.303966753669295,-0.303966753669295,-0.280053276237096,-0.0172734709330459
"IL12B",-0.0402118214843573,-0.0402118214843573,-0.0402118214843573,-0.0402118214843573,-0.0402118214843573,-0.0402118214843573,-0.0402118214843573,-0.0402118214843573
"IL13RA2",-0.167749814360586,-0.133645134974791,-0.189375825250669,-0.157943361052503,-0.189375825250669,-0.189375825250669,-0.189375825250669,-0.189375825250669
"IL17RB",0.0258106816190149,0.227319679111706,-0.111044537668288,0.487815398770085,-0.248511590354903,1.41517227491287,0.709176982481431,-0.320174526137843
"IL17RD",0.74116486558896,0.325771760544102,-0.11973604608422,-0.198319963864072,0.0934492871326951,1.42448832361121,-0.278627403905746,-0.0820620364914079
"IL17RE",-0.0491579420737308,0.309740555857474,-0.0491579420737308,-0.0491579420737308,-0.0491579420737308,-0.0491579420737308,-0.0491579420737308,-0.0491579420737308
"IL1A",-0.193837874990963,-0.193837874990963,-0.193837874990963,-0.193837874990963,-0.193837874990963,-0.193837874990963,-0.193837874990963,-0.0334591904632104
"IL1B",-0.406624143773442,-0.368026624650246,-0.311211550317956,-0.272274515589356,-0.395669465132083,-0.410491857281191,-0.39042611461032,-0.196736032939381
"IL1R2",-0.116471990046749,-0.102180190275363,-0.116471990046749,-0.116471990046749,-0.116471990046749,-0.116471990046749,-0.116471990046749,-0.116471990046749
"IL1RL1",-0.0425563990128738,-0.0425563990128738,-0.0425563990128738,-0.0425563990128738,-0.0425563990128738,-0.0425563990128738,-0.0425563990128738,-0.0425563990128738
"IL1RN",-0.1997878605625,-0.207158272102382,-0.207158272102382,-0.207158272102382,-0.207158272102382,-0.207158272102382,-0.207158272102382,-0.118075545629359
"IL2",-0.0294151186165354,-0.0294151186165354,-0.0294151186165354,-0.0294151186165354,-0.0294151186165354,-0.0294151186165354,-0.0294151186165354,-0.0294151186165354
"IL21R",-0.0865752712677118,-0.0865752712677118,-0.0865752712677118,-0.0865752712677118,-0.0865752712677118,0.599827451431231,-0.0865752712677118,-0.0865752712677118
"IL23A",-0.180421319971986,-0.101108659804831,0.199827671880076,-0.201547025584009,-0.201547025584009,-0.201547025584009,-0.201547025584009,-0.121058139000497
"IL2RA",-0.0118549241230309,-0.0532044021148167,-0.0532044021148167,-0.0532044021148167,-0.0532044021148167,-0.0532044021148167,-0.0532044021148167,-0.0532044021148167
"IL2RB",-0.0771488789623496,-0.0771488789623496,-0.0771488789623496,-0.0771488789623496,-0.0771488789623496,-0.0771488789623496,-0.0172758228586851,-0.0771488789623496
"IL2RG",-0.206999683807756,-0.186955741773072,-0.206999683807756,-0.108444506772428,-0.206999683807756,-0.206999683807756,-0.105128326665216,-0.206999683807756
"IL32",-0.196170561393017,-0.20820352256811,-0.187948710455934,-0.20820352256811,-0.20820352256811,-0.20820352256811,-0.187873248021264,-0.20820352256811
"IL33",-0.0980106331734129,-0.0980106331734129,-0.0142591849675414,-0.0980106331734129,-0.0980106331734129,-0.0980106331734129,-0.0980106331734129,-0.0980106331734129
"IL4I1",-0.154220174793678,-0.154220174793678,-0.154220174793678,-0.154220174793678,-0.154220174793678,-0.154220174793678,0.0611090313683801,-0.154220174793678
"IL6",-0.126179623093316,-0.126179623093316,-0.126179623093316,-0.126179623093316,-0.126179623093316,-0.126179623093316,-0.126179623093316,0.17058114726709
"IL6R",-0.204984817819711,-0.224873633845079,-0.226090147802182,-0.280291980371064,-0.280291980371064,-0.280291980371064,-0.197541785383237,-0.280291980371064
"IL7R",-0.130632748237366,-0.130632748237366,-0.130632748237366,-0.130632748237366,-0.130632748237366,-0.130632748237366,-0.130632748237366,-0.130632748237366
"INCENP",0.417829457011014,0.707908184309282,0.558068794211017,2.38681019727961,-0.114513350932818,3.25699109937812,-0.114513350932818,-0.114513350932818
"INHBB",-0.111103786643054,-0.0632091571070709,0.2539707657706,0.78981770956226,-0.111103786643054,-0.111103786643054,-0.111103786643054,-0.111103786643054
"INSM2",-0.0777491116357372,-0.0777491116357372,-0.0777491116357372,-0.0777491116357372,-0.0777491116357372,-0.0777491116357372,-0.0777491116357372,-0.0777491116357372
"IQGAP2",-0.0453758720514616,0.366019293435931,0.991788809209472,-0.304777495662559,-0.0982670619509568,-0.369256775189617,-0.369256775189617,-0.369256775189617
"IRF1",-0.545125415560606,-0.577407641949165,-0.398811140066972,-0.59429280752963,-0.632267277452288,-0.632267277452288,-0.498720350544027,0.388601837402635
"IRF8",0.0210660064983524,-0.164333201261652,-0.217732706289761,-0.22454956944057,-0.33259863627302,-0.33259863627302,0.225591538917926,0.387414912408183
"IRX2",1.47060796383879,0.194614101443012,-0.15763693408711,0.860985433853348,-0.15763693408711,-0.15763693408711,-0.15763693408711,-0.15763693408711
"IRX5",-0.0240225073296792,-0.0240225073296792,-0.0240225073296792,-0.0240225073296792,-0.0240225073296792,-0.0240225073296792,-0.0240225073296792,-0.0240225073296792
"ISG15",-0.338506932361249,-0.237243411595763,-0.542158349445742,-0.369599059370551,-0.0254907926556685,-0.542158349445742,-0.488961483115567,-0.0212018532462335
"ISG20",-0.398454479284924,-0.365627712188048,-0.199882983284804,-0.342198505957662,-0.437347992581454,-0.486220892068576,-0.406606181007156,-0.247049682888007
"ISL1",-0.366606192578611,0.0296995134452728,-0.0401800450444118,0.503829045499683,-0.181868901605027,-0.224944816692837,-0.348238643568486,-0.269576262707955
"ISM1",0.382822715014839,-0.0912806879786648,-0.0912806879786648,-0.0912806879786648,-0.0912806879786648,-0.0912806879786648,-0.0912806879786648,-0.0912806879786648
"ISM2",-0.0680517308444132,0.146433877508074,-0.0680517308444132,-0.0680517308444132,-0.0680517308444132,-0.0680517308444132,-0.0680517308444132,-0.0680517308444132
"CRPPA",0.0210815085692249,-0.014769946327543,0.0214342560236304,-0.135730776605106,-0.135730776605106,-0.135730776605106,-0.135730776605106,-0.135730776605106
"ITGA4",-0.203059814000597,-0.22032841036097,-0.118651767942786,-0.22032841036097,-0.0809921444810939,0.00469516180122126,-0.134983369649876,-0.22032841036097
"ITGAL",-0.211042461798712,-0.195333120601188,-0.211042461798712,-0.211042461798712,-0.211042461798712,-0.211042461798712,-0.211042461798712,-0.211042461798712
"ITGAV",0.0965892187713082,-0.273546121500311,0.0268114641841923,0.736636230467141,-0.296351750030194,-0.37450760911267,-0.0622967919670313,-0.316895747413598
"ITGAX",-0.209390516857529,-0.228469241411118,-0.228039851221006,-0.226077300771239,-0.258218048649434,-0.258218048649434,-0.234877370853041,-0.194850221322428
"ITGB2",-0.315055677756349,-0.324067711976284,-0.355524709495246,-0.248294127539665,-0.355524709495246,-0.151014918469675,-0.293539514111704,-0.319578290907167
"ITGB2-AS1",-0.155562330437598,-0.155562330437598,-0.0210783440901528,-0.090996871086684,-0.155562330437598,-0.155562330437598,-0.110391813020342,-0.155562330437598
"ITGB3BP",1.36676438362839,1.986814258719,2.3717645324638,2.05049297165798,1.90048398811967,1.46649722180929,0.745252211608986,0.872144877878508
"ITGB8",0.428588762640795,-0.143138709246149,-0.355582965835918,-0.0605317644299773,-0.290702418300437,-0.389555121561796,1.17422814057421,-0.136525800427049
"ITIH5",-0.304270180950539,-0.250166214712265,-0.288176157754287,-0.286336641949349,-0.317655997068062,0.336471670572378,0.151996633232758,-0.266643304125704
"ITM2A",-0.0705525915286218,-0.278279699141578,-0.246981273413472,-0.161063666499997,-0.303251416371899,-0.588460799593599,-0.609834561542501,-0.527963231081266
"ITPR2",-0.20407458798845,-0.248484689225239,-0.286754906126858,-0.00261772313448102,0.639357560502923,0.234023308110142,0.521299346815285,-0.26335736642862
"JAKMIP2-AS1",-0.0658548600141021,-0.0658548600141021,-0.0658548600141021,-0.0658548600141021,-0.0658548600141021,-0.0658548600141021,-0.0658548600141021,-0.0658548600141021
"JCHAIN",-0.0417979311032441,-0.0417979311032441,-0.0417979311032441,-0.0417979311032441,-0.0417979311032441,-0.0417979311032441,-0.0417979311032441,-0.0417979311032441
"KCNA1",-0.0974358941452859,-0.0137121143177291,-0.0974358941452859,-0.0974358941452859,0.342367294773746,-0.0974358941452859,-0.0974358941452859,-0.0974358941452859
"KCNH7",-0.0782525932527991,0.233569104801464,-0.0782525932527991,-0.0782525932527991,-0.0782525932527991,-0.0782525932527991,-0.0782525932527991,-0.0782525932527991
"KCNJ15",0.516425137535671,-0.0588929797965114,-0.0588929797965114,-0.0588929797965114,-0.0588929797965114,-0.0588929797965114,-0.0588929797965114,-0.0588929797965114
"KCNJ8",-0.31186080127605,-0.253625660110971,-0.3176007350111,-0.3176007350111,-0.3176007350111,-0.3176007350111,-0.3176007350111,-0.274868201068522
"KCNK17",-0.0524636790342532,-0.0524636790342532,-0.0524636790342532,-0.0524636790342532,-0.0524636790342532,-0.0524636790342532,-0.0524636790342532,-0.0524636790342532
"KCNK3",-0.201871789080206,-0.201871789080206,-0.201871789080206,-0.0879724625417743,-0.114484695833496,-0.201871789080206,-0.201871789080206,-0.201871789080206
"KCNMB2-AS1",-0.0668481933498206,0.292682099269816,-0.0668481933498206,-0.0668481933498206,-0.0668481933498206,-0.0668481933498206,-0.0668481933498206,-0.0668481933498206
"KCNQ4",-0.0631990756540993,-0.0631990756540993,-0.0631990756540993,-0.0631990756540993,-0.0631990756540993,-0.0631990756540993,-0.0631990756540993,-0.0631990756540993
"KCTD12",-0.291456532928237,-0.344486000937239,-0.452030525448733,-0.00553476483090285,-0.267133855644924,-0.516392025302221,-0.377056952221121,-0.457017898021512
"KDELR3",-0.240794626570916,-0.184775483371627,-0.0638203345708208,0.00684222478890152,-0.415243289718556,-0.415243289718556,-0.0846114193782042,-0.415243289718556
"KDR",-0.108922199324808,-0.00976120814575075,-0.130758916715999,-0.197260578119943,-0.165506632175652,-0.0754237814885536,-0.224727321132572,-0.224727321132572
"KEL",-0.0905432325351312,-0.135241119428554,-0.135241119428554,-0.135241119428554,-0.135241119428554,-0.135241119428554,-0.135241119428554,-0.135241119428554
"KHDC1L",-0.0910010010786887,-0.0910010010786887,-0.0910010010786887,-0.0910010010786887,-0.0910010010786887,-0.0910010010786887,-0.0910010010786887,-0.0910010010786887
"PCLAF",2.12478882354707,2.8951825192574,2.73181016351661,1.19854925019284,3.38394104269708,3.99457908721517,1.62749955238945,0.207026490375901
"FAM30A",-0.0340967269208634,-0.0340967269208634,-0.0340967269208634,-0.0340967269208634,-0.0340967269208634,-0.0340967269208634,-0.0340967269208634,-0.0340967269208634
"KIAA1107",-0.423916433835146,-0.200172751589719,-0.486224101320031,-0.437652313025075,-0.231930481746006,-0.497166663078327,-0.307046122738764,-0.497166663078327
"CFAP92",-0.158139493618149,-0.143654447307999,-0.158139493618149,-0.158139493618149,-0.158139493618149,-0.158139493618149,-0.158139493618149,-0.158139493618149
"KIF11",1.79231675546106,1.87099001779875,1.7641797645858,3.77140966241578,3.17343228542139,1.85081008173295,3.17795075069587,6.17794896623395
"KIF14",1.91980206583954,1.35430482873853,1.80563620882281,3.90699126588628,1.18960396687073,1.72812707058985,2.81966157485301,4.35505372126759
"KIF15",2.89451363452727,2.55849805939476,1.6236888628244,2.61169303953046,3.32890448655416,4.29794223159851,3.4790943556242,3.76808696985493
"KIF18A",2.79826408378329,1.35687342918035,3.29303701630755,2.79099220225667,2.57032816287946,2.32985358552074,2.80186162086013,5.71291272293383
"KIF20A",2.64651375282467,1.94151237090391,2.29184895722322,3.5315030537476,2.167585895997,2.49388021675284,2.8758056799042,6.24108780882202
"KIF21B",-0.129606567603286,0.232165095525403,-0.129606567603286,-0.086112499123841,-0.129606567603286,-0.129606567603286,-0.129606567603286,-0.129606567603286
"KIF23",2.24149701811627,2.31673848657233,2.24201720754422,4.14333188011826,3.22212567239955,3.46068432331076,4.69472517116502,6.8787112955655
"KIF2C",2.32376658024873,2.20527404784458,1.40710564989184,3.95511532573498,3.44623320667037,3.12845698334811,3.98387487160943,5.44596664531804
"KIF4A",1.76482497157745,1.93838686107188,0.933680787141806,1.03871477908684,1.71537736245864,1.87133296058813,2.85173181109284,1.69418823841499
"KIR2DL3",-0.0274036895611875,-0.0274036895611875,-0.0274036895611875,-0.0274036895611875,-0.0274036895611875,-0.0274036895611875,-0.0274036895611875,-0.0274036895611875
"KIR2DL4",-0.0268477616858564,-0.0268477616858564,-0.0268477616858564,-0.0268477616858564,-0.0268477616858564,-0.0268477616858564,-0.0268477616858564,-0.0268477616858564
"KIR2DS4",-0.0396493029478199,-0.0396493029478199,-0.0396493029478199,-0.0396493029478199,-0.0396493029478199,-0.0396493029478199,-0.0396493029478199,-0.0396493029478199
"KLF1",-0.0770590854396336,-0.165579600692886,-0.053611325125732,-0.141513801447771,-0.189925712913404,-0.189925712913404,0.309470613735719,-0.189925712913404
"KLF2",-0.472705915056088,-0.419269433943857,-0.358768339357522,-0.397331743848657,-0.472705915056088,-0.472705915056088,-0.33971662902526,-0.367347700372534
"KLF4",-0.465067357423359,-0.453812647613485,-0.498676554421604,-0.311640151321008,-0.453243714370005,-0.0344231913542207,-0.404905556935165,0.990186749157833
"KLF6",-0.441000388000251,-0.422113407275234,-0.298110454500741,-0.0675443324186432,-0.71168501961221,-0.0681995427757282,-0.0929048031850012,2.05452508120154
"KLHDC4",0.0333357931719293,-0.189068566180869,-0.0199289438745403,0.0182607294130189,-0.30151868050896,-0.409134781229543,0.669319947117498,0.040416218954122
"KLHL11",0.107802623633462,0.0867853163636093,-0.239077207005642,0.132110684275859,-0.193161466525355,-0.34947584091107,-0.319552604459779,0.45740775394461
"KLHL31",0.233857065270225,1.11765135094522,-0.272067752644659,0.649422129801901,-0.155637302355521,-0.272067752644659,-0.272067752644659,-0.272067752644659
"KLHL41",0.0463985436086683,-0.12345157892015,-0.158614650581408,-0.158614650581408,-0.158614650581408,-0.158614650581408,-0.158614650581408,0.0077109865945814
"KLK12",0.129394945863085,-0.0280200014925737,0.666047672917314,-0.0615823358736364,-0.131921869053109,-0.131921869053109,-0.0777437612741814,-0.131921869053109
"KLRB1",-0.105553304652451,-0.105553304652451,0.864889946901451,0.502650881106734,0.301385930668089,-0.105553304652451,-0.105553304652451,-0.105553304652451
"KLRC1",-0.0920741247329946,-0.0920741247329946,-0.0920741247329946,-0.0920741247329946,-0.0920741247329946,-0.0920741247329946,-0.0920741247329946,-0.0920741247329946
"KLRC3",-0.0844467948908539,-0.0844467948908539,-0.0844467948908539,-0.0844467948908539,-0.0844467948908539,-0.0844467948908539,-0.0187074551970694,-0.0844467948908539
"KLRD1",-0.0933274238795448,-0.106062136280093,-0.113671729481974,-0.0210313773184645,-0.113671729481974,-0.113671729481974,-0.113671729481974,0.532756903777521
"KLRF1",-0.0765395742531918,-0.0765395742531918,-0.0765395742531918,-0.0765395742531918,-0.0765395742531918,-0.0765395742531918,-0.0190589188042451,-0.0765395742531918
"KNSTRN",2.41450852725543,1.69930504168781,1.88930272732876,2.0762130393485,1.73560066489275,0.886992123638548,3.99289995040296,5.15346980174869
"KPNA2",1.49927628590453,0.814183203417719,1.01592964171999,2.23585125959649,1.24256445975412,0.991475290669909,3.20105644637529,4.18928980899052
"KRT1",-0.11191806489586,-0.11191806489586,-0.11191806489586,-0.11191806489586,-0.11191806489586,-0.11191806489586,-0.11191806489586,-0.11191806489586
"KRT17",0.602849590610374,1.03240844029074,-0.15645337369211,0.945267050644696,-0.242580414809335,0.611852521703731,1.25159400406595,-0.300942235405656
"KRT18",0.584084186111739,0.575929765551411,0.266883027936018,0.556981107590267,0.335467183146119,0.414768279125276,-0.000429250519718249,0.889455961383231
"KRT19",0.928819974300369,1.51712032324068,1.67861699693412,1.24460635227073,1.32754223932617,0.847537793607336,0.516393748972459,2.44980929268223
"KRT25",-0.173137109454929,-0.13807776031902,-0.11502133696518,-0.173137109454929,-0.173137109454929,-0.173137109454929,-0.173137109454929,-0.173137109454929
"KRT35",-0.0284263248524904,-0.0284263248524904,-0.0284263248524904,-0.0284263248524904,-0.0284263248524904,-0.0284263248524904,-0.0284263248524904,-0.0284263248524904
"KRT42P",-0.420145168807423,-0.346114501380286,-0.420145168807423,-0.200682877372399,-0.0165089740493027,-0.420145168807423,0.659690602769434,-0.344674260773761
"KRT8",0.895384085626358,0.724262460817978,0.793544371711723,1.04192975563468,0.767546172622554,0.82785696842189,0.222213297921824,1.38189877581033
"KRTAP12-1",-0.0558759392283915,-0.0558759392283915,-0.0558759392283915,-0.0558759392283915,-0.0558759392283915,-0.0558759392283915,-0.0558759392283915,-0.0558759392283915
"KRTAP24-1",0.497715300524194,0.328031645176412,-0.0301894050022398,-0.0301894050022398,-0.0301894050022398,-0.0301894050022398,-0.0301894050022398,-0.0301894050022398
"KRTAP4-6",-0.0273415227201501,-0.0273415227201501,-0.0273415227201501,-0.0273415227201501,-0.0273415227201501,-0.0273415227201501,-0.0273415227201501,-0.0273415227201501
"KRTAP4-9",-0.0296402751139309,-0.0296402751139309,-0.0296402751139309,-0.0296402751139309,-0.0296402751139309,-0.0296402751139309,-0.0296402751139309,-0.0296402751139309
"KRTAP5-7",-0.0219861840458936,-0.0219861840458936,-0.0219861840458936,-0.0219861840458936,-0.0219861840458936,-0.0219861840458936,-0.0219861840458936,-0.0219861840458936
"KRTCAP2",0.0616172755739531,-0.195165653227171,0.0913599133785548,-0.356928877249613,0.0196194912309008,0.0505393340684458,0.246462547909106,-1.31515135826829
"KRTDAP",-0.0626136574565157,-0.0626136574565157,-0.0626136574565157,-0.0626136574565157,-0.0626136574565157,1.89072331854504,-0.0626136574565157,-0.0626136574565157
"KTN1-AS1",0.41076514348678,-0.12197012631951,-0.12197012631951,-0.12197012631951,0.254500038904769,-0.12197012631951,0.172218821086724,-0.12197012631951
"L1TD1",0.309966018899648,0.311931653298683,-0.201078047849368,-0.201078047849368,0.158647255266618,-0.201078047849368,-0.170500885988414,-0.118063821362158
"L3MBTL4-AS1",-0.0621813026541563,-0.0621813026541563,-0.0621813026541563,-0.0621813026541563,-0.0621813026541563,-0.0621813026541563,-0.0621813026541563,-0.0621813026541563
"LAD1",0.717089368629992,-0.021740579571968,-0.134363800782741,0.786941999288417,0.224282325788598,-0.134363800782741,-0.134363800782741,-0.134363800782741
"LAIR1",-0.224730983316101,-0.255139426122286,-0.261344777225704,-0.261344777225704,-0.261344777225704,-0.261344777225704,0.554542549006593,-0.19444928662232
"LAIR2",0.0119263022776938,0.0526790925549706,0.173217980614425,-0.192346967014433,-0.192346967014433,-0.192346967014433,-0.192346967014433,-0.192346967014433
"LAMP3",-0.0346596305514022,0.277057601966945,0.480767607423317,0.31003858952242,0.498558913764797,-0.0734617158622619,-0.0734617158622619,-0.0734617158622619
"LAP3",0.0569835380184297,0.0264340079490798,0.352644493534028,-0.310665136211363,0.0836408517548553,0.483636962967447,0.124179176987882,-0.295299425605078
"LAPTM5",-0.30655314708194,-0.387833629755925,-0.357722300547796,-0.33061266833385,-0.331190660617825,-0.163915935018161,-0.377776419742918,-0.401632281162216
"LARP1B",0.0425906072657864,0.0567516991017056,0.75433041400902,0.203442319420572,0.708503870631892,-0.20272945187953,-0.473809457475017,0.145768603161997
"LBX2",-0.0401898488720626,-0.0401898488720626,-0.0401898488720626,-0.0401898488720626,-0.0401898488720626,-0.0401898488720626,-0.0401898488720626,-0.0401898488720626
