"UNIPROT","SYMBOL","ENSEMBL","ENTREZID","GENETYPE"
"O95918","OR2H2","ENSG00000227044","7932","protein-coding"
"O95918","OR2H2","ENSG00000229680","7932","protein-coding"
"O95918","OR2H2","ENSG00000229185","7932","protein-coding"
"O95918","OR2H2","ENSG00000206512","7932","protein-coding"
"Q9BXC1","GPR174","ENSG00000147138","84636","protein-coding"
"Q8WUH1","CHURC1","ENSG00000258289","91612","protein-coding"
"O95072","REC8","ENSG00000100918","9985","protein-coding"
"O95072","REC8","ENSG00000285007","9985","protein-coding"
"O14558","HSPB6","ENSG00000004776","126393","protein-coding"
"Q969N4","TAAR8","ENSG00000146385","83551","protein-coding"
"P55344","LIM2","ENSG00000105370","3982","protein-coding"
"Q30KQ4","DEFB116","ENSG00000215545","245930","protein-coding"
"Q9BW72","HIGD2A","ENSG00000146066","192286","protein-coding"
"Q8NG75","OR5T1","ENSG00000181698","390155","protein-coding"
"Q8NG75","OR5T1","ENSG00000262784","390155","protein-coding"
"Q8NGG8","OR8B3","ENSG00000284609","390271","protein-coding"
"Q17RB0","RTL8B","ENSG00000212747","441518","protein-coding"
"Q9NYM4","GPR83","ENSG00000123901","10888","protein-coding"
"Q03403","TFF2","ENSG00000160181","7032","protein-coding"
"A6NCQ9","RNF222","ENSG00000189051","643904","protein-coding"
"Q5SVJ3","C1orf100","ENSG00000173728","200159","protein-coding"
"Q8TBR7","TLCD3A","ENSG00000167695","79850","protein-coding"
"Q8NGM1","OR4C15","ENSG00000181939","81309","protein-coding"
"P32245","MC4R","ENSG00000166603","4160","protein-coding"
"Q8NGP9","OR5AR1","ENSG00000172459","219493","protein-coding"
"P25116","F2R","ENSG00000181104","2149","protein-coding"
"P36954","POLR2I","ENSG00000105258","5438","protein-coding"
"A2A2V5","SERTM1","ENSG00000180440","400120","protein-coding"
"O14735","CDIPT","ENSG00000103502","10423","protein-coding"
"P57077","MAP3K7CL","ENSG00000156265","56911","protein-coding"
"Q9NZG7","NINJ2","ENSG00000171840","4815","protein-coding"
"Q9Y6X1","SERP1","ENSG00000120742","27230","protein-coding"
"Q4G0I0","C16orf91","ENSG00000174109","283951","protein-coding"
"P59998","ARPC4","ENSG00000241553","10093","protein-coding"
"Q02223","TNFRSF17","ENSG00000048462","608","protein-coding"
"Q13606","OR5I1","ENSG00000167825","10798","protein-coding"
"Q8NGQ2","OR6Q1","ENSG00000279051","219952","protein-coding"
"O76000","OR2B3","ENSG00000204703","442184","protein-coding"
"O76000","OR2B3","ENSG00000233054","442184","protein-coding"
"O76000","OR2B3","ENSG00000226832","442184","protein-coding"
"O76000","OR2B3","ENSG00000233687","442184","protein-coding"
"O76000","OR2B3","ENSG00000231319","442184","protein-coding"
"O76000","OR2B3","ENSG00000233180","442184","protein-coding"
"O76000","OR2B3","ENSG00000225736","442184","protein-coding"
"O76000","OR2B3","ENSG00000206524","442184","protein-coding"
"Q8IXM6","NRM","ENSG00000137404","11270","protein-coding"
"Q8IXM6","NRM","ENSG00000236843","11270","protein-coding"
"Q8IXM6","NRM","ENSG00000228854","11270","protein-coding"
"Q8IXM6","NRM","ENSG00000234809","11270","protein-coding"
"Q8IXM6","NRM","ENSG00000228867","11270","protein-coding"
"Q8IXM6","NRM","ENSG00000206484","11270","protein-coding"
"Q8IXM6","NRM","ENSG00000235773","11270","protein-coding"
"Q9NYW7","TAS2R1","ENSG00000169777","50834","protein-coding"
"P20800","EDN2","ENSG00000127129","1907","protein-coding"
"Q8NEJ0","DUSP18","ENSG00000167065","150290","protein-coding"
"P08118","MSMB","ENSG00000263639","4477","protein-coding"
"Q9H1C0","LPAR5","ENSG00000184574","57121","protein-coding"
"P01571","IFNA17","ENSG00000234829","3451","protein-coding"
"Q9BVK8","TMEM147","ENSG00000105677","10430","protein-coding"
"P35225","IL13","ENSG00000169194","3596","protein-coding"
"P21730","C5AR1","ENSG00000197405","728","protein-coding"
"Q8NGI8","OR5AN1","ENSG00000176495","390195","protein-coding"
"O00254","F2RL2","ENSG00000164220","2151","protein-coding"
"Q8NGN0","OR4D5","ENSG00000171014","219875","protein-coding"
"Q8N0W5","IQCK","ENSG00000174628","124152","protein-coding"
"Q14714","SSPN","ENSG00000123096","8082","protein-coding"
"B4DJY2","TMEM233","ENSG00000224982","387890","protein-coding"
"Q7Z7K0","CMC1","ENSG00000187118","152100","protein-coding"
"Q92583","CCL17","ENSG00000102970","6361","protein-coding"
"O60676","CST8","ENSG00000125815","10047","protein-coding"
"Q6UWH6","TEX261","ENSG00000144043","113419","protein-coding"
"Q8WXA2","PATE1","ENSG00000171053","160065","protein-coding"
"Q86X60","FAM72B","ENSG00000188610","653820","protein-coding"
"Q5JQS5","OR2B11","ENSG00000177535","127623","protein-coding"
"Q9NZ42","PSENEN","ENSG00000205155","55851","protein-coding"
"Q96R28","OR2M2","ENSG00000198601","391194","protein-coding"
"P59541","TAS2R30","ENSG00000256188","259293","protein-coding"
"P59541","TAS2R30","ENSG00000262111","259293","protein-coding"
"P59541","TAS2R30","ENSG00000274699","259293","protein-coding"
"O76100","OR7A10","ENSG00000127515","390892","protein-coding"
"Q9NWW0","HCFC1R1","ENSG00000103145","54985","protein-coding"
"Q86UW1","SLC51A","ENSG00000163959","200931","protein-coding"
"O76001","OR2J3","ENSG00000204701","442186","protein-coding"
"O76001","OR2J3","ENSG00000226271","442186","protein-coding"
"O76001","OR2J3","ENSG00000232178","442186","protein-coding"
"O76001","OR2J3","ENSG00000233636","442186","protein-coding"
"O76001","OR2J3","ENSG00000233618","442186","protein-coding"
"O76001","OR2J3","ENSG00000230855","442186","protein-coding"
"O76001","OR2J3","ENSG00000206522","442186","protein-coding"
"O76001","OR2J3","ENSG00000229866","442186","protein-coding"
"Q8NGR6","OR1B1","ENSG00000280094","347169","protein-coding"
"P0C851","PIRT","ENSG00000233670","644139","protein-coding"
"Q5TYM5","FAM72A","ENSG00000196550","729533","protein-coding"
"Q96PG2","MS4A10","ENSG00000172689","341116","protein-coding"
"Q96FM1","PGAP3","ENSG00000161395","93210","protein-coding"
"A2RUU4","CLPSL1","ENSG00000204140","340204","protein-coding"
"P25089","FPR3","ENSG00000187474","2359","protein-coding"
"Q9BRL7","SEC22C","ENSG00000093183","9117","protein-coding"
"A1L4L8","PLAC8L1","ENSG00000173261","153770","protein-coding"
"P59543","TAS2R20","ENSG00000255837","259295","protein-coding"
"P59543","TAS2R20","ENSG00000273092","259295","protein-coding"
"P59543","TAS2R20","ENSG00000282612","259295","protein-coding"
"Q6P4D5","PABIR3","ENSG00000156500","159091","protein-coding"
"Q9BRV8","SIKE1","ENSG00000052723","80143","protein-coding"
"Q9Y225","RNF24","ENSG00000101236","11237","protein-coding"
"Q9P2W6","C11orf21","ENSG00000110665","29125","protein-coding"
"C9JXX5","C11orf94","ENSG00000234776","143678","protein-coding"
"P47992","XCL1","ENSG00000143184","6375","protein-coding"
"Q8IV13","CCNJL","ENSG00000135083","79616","protein-coding"
"Q8NGI0","OR52N2","ENSG00000180988","390077","protein-coding"
"Q9Y605","MRFAP1","ENSG00000179010","93621","protein-coding"
"Q8IZ16","C7orf61","ENSG00000185955","402573","protein-coding"
"P28221","HTR1D","ENSG00000179546","3352","protein-coding"
"O43869","OR2T1","ENSG00000175143","26696","protein-coding"
"O43869","OR2T1","ENSG00000273508","26696","protein-coding"
"O43869","OR2T1","ENSG00000275244","26696","protein-coding"
"W5XKT8","SPACA6","ENSG00000182310","147650","protein-coding"
"Q8NGC0","OR5AU1","ENSG00000169327","390445","protein-coding"
"O95561","C1orf105","ENSG00000180999","92346","protein-coding"
"Q96DB9","FXYD5","ENSG00000089327","53827","protein-coding"
"Q96LA9","MRGPRX4","ENSG00000179817","117196","protein-coding"
"Q8NGY1","OR10Z1","ENSG00000198967","128368","protein-coding"
"Q15828","CST6","ENSG00000175315","1474","protein-coding"
"Q15649","ZNHIT3","ENSG00000273611","9326","protein-coding"
"Q15649","ZNHIT3","ENSG00000278574","9326","protein-coding"
"Q8NG83","OR2M3","ENSG00000228198","127062","protein-coding"
"Q8IZY5","BLID","ENSG00000259571","414899","protein-coding"
"P56851","EDDM3B","ENSG00000181552","64184","protein-coding"
"Q53H80","AKIRIN2","ENSG00000135334","55122","protein-coding"
"P04201","MAS1","ENSG00000130368","4142","protein-coding"
"P13945","ADRB3","ENSG00000188778","155","protein-coding"
"Q8NGF8","OR4B1","ENSG00000175619","119765","protein-coding"
"Q8WWG1","NRG4","ENSG00000169752","145957","protein-coding"
"O00501","CLDN5","ENSG00000184113","7122","protein-coding"
"Q5JTB6","PLAC9","ENSG00000189129","219348","protein-coding"
"P56381","ATP5F1E","ENSG00000124172","514","protein-coding"
"Q9ULZ0","TP53TG3","ENSG00000183632","24150","protein-coding"
"Q9ULZ0","TP53TG3C","ENSG00000205457","653550","protein-coding"
"Q9ULZ0","TP53TG3D","ENSG00000205456","729264","protein-coding"
"Q9ULZ0","TP53TG3B","ENSG00000261509","729355","protein-coding"
"Q9ULZ0","LOC102723655","ENSG00000274175","102723655","protein-coding"
"Q9ULZ0","LOC102723655","ENSG00000183632","102723655","protein-coding"
"Q9ULZ0","LOC102723655","ENSG00000261509","102723655","protein-coding"
"Q9ULZ0","LOC102723655","ENSG00000205457","102723655","protein-coding"
"Q9ULZ0","LOC102723655","ENSG00000205456","102723655","protein-coding"
"Q9ULZ0","LOC102723713","ENSG00000275869","102723713","protein-coding"
"Q9ULZ0","LOC102723713","ENSG00000183632","102723713","protein-coding"
"Q9ULZ0","LOC102723713","ENSG00000261509","102723713","protein-coding"
"Q9ULZ0","LOC102723713","ENSG00000205457","102723713","protein-coding"
"Q9ULZ0","LOC102723713","ENSG00000205456","102723713","protein-coding"
"Q9ULZ0","TP53TG3E","ENSG00000275034","102724101","protein-coding"
"Q9ULZ0","TP53TG3E","ENSG00000183632","102724101","protein-coding"
"Q9ULZ0","TP53TG3E","ENSG00000261509","102724101","protein-coding"
"Q9ULZ0","TP53TG3E","ENSG00000205457","102724101","protein-coding"
"Q9ULZ0","TP53TG3E","ENSG00000205456","102724101","protein-coding"
"Q9ULZ0","TP53TG3F","ENSG00000278848","102724127","protein-coding"
"Q9ULZ0","TP53TG3F","ENSG00000183632","102724127","protein-coding"
"Q9ULZ0","TP53TG3F","ENSG00000261509","102724127","protein-coding"
"Q9ULZ0","TP53TG3F","ENSG00000205457","102724127","protein-coding"
"Q9ULZ0","TP53TG3F","ENSG00000205456","102724127","protein-coding"
"P04921","GYPC","ENSG00000136732","2995","protein-coding"
"O95473","SYNGR4","ENSG00000105467","23546","protein-coding"
"O14599","BPY2","ENSG00000183753","9083","protein-coding"
"O14599","BPY2B","ENSG00000183795","442867","protein-coding"
"O14599","BPY2C","ENSG00000185894","442868","protein-coding"
"Q8NGH9","OR52E4","ENSG00000180974","390081","protein-coding"
"Q8NGI2","OR52N4","ENSG00000181074","390072","protein-coding"
"Q9P0T7","TMEM9","ENSG00000116857","252839","protein-coding"
"Q8NFB2","TMEM185A","ENSG00000269556","84548","protein-coding"
"P47710","CSN1S1","ENSG00000126545","1446","protein-coding"
"Q9BTD3","TMEM121","ENSG00000184986","80757","protein-coding"
"Q8N2M4","TMEM86A","ENSG00000151117","144110","protein-coding"
"Q8NGA6","OR10H5","ENSG00000172519","284433","protein-coding"
"P01567","IFNA7","ENSG00000214042","3444","protein-coding"
"Q8NH43","OR4L1","ENSG00000176246","122742","protein-coding"
"Q9NX18","SDHAF2","ENSG00000167985","54949","protein-coding"
"Q8NG98","OR7D4","ENSG00000174667","125958","protein-coding"
"Q99679","GPR21","ENSG00000188394","2844","protein-coding"
"Q8WZ94","OR5P3","ENSG00000182334","120066","protein-coding"
"Q8WZ94","OR5P3","ENSG00000278253","120066","protein-coding"
"Q8WZ94","OR5P3","ENSG00000280808","120066","protein-coding"
"Q9NPG2","NGB","ENSG00000165553","58157","protein-coding"
"Q8NGX2","OR2T35","ENSG00000177151","403244","protein-coding"
"Q8N8N0","RNF152","ENSG00000176641","220441","protein-coding"
"Q8NG81","OR2M7","ENSG00000177186","391196","protein-coding"
"Q16617","NKG7","ENSG00000105374","4818","protein-coding"
"O14944","EREG","ENSG00000124882","2069","protein-coding"
"Q9UBF6","RNF7","ENSG00000114125","9616","protein-coding"
"P30279","CCND2","ENSG00000118971","894","protein-coding"
"Q8NGE7","OR9K2","ENSG00000170605","441639","protein-coding"
"Q92730","RND1","ENSG00000172602","27289","protein-coding"
"Q9BVV8","FAM174C","ENSG00000228300","55009","protein-coding"
"Q9BXW4","MAP1LC3C","ENSG00000197769","440738","protein-coding"
"Q8TF09","DYNLRB2","ENSG00000168589","83657","protein-coding"
"P56749","CLDN12","ENSG00000157224","9069","protein-coding"
"Q9BT56","SPX","ENSG00000134548","80763","protein-coding"
"Q3LI81","KRTAP27-1","ENSG00000206107","643812","protein-coding"
"Q8N162","OR8H2","ENSG00000181767","390151","protein-coding"
"Q8TEZ7","PAQR8","ENSG00000170915","85315","protein-coding"
"P59534","TAS2R39","ENSG00000236398","259285","protein-coding"
"P30281","CCND3","ENSG00000112576","896","protein-coding"
"Q6NZ63","STEAP1B","ENSG00000105889","256227","protein-coding"
"Q9NZP5","OR5AC2","ENSG00000196578","81050","protein-coding"
"Q8NGS8","OR13C5","ENSG00000277556","138799","protein-coding"
"P49223","SPINT3","ENSG00000101446","10816","protein-coding"
"Q53QV2","LBH","ENSG00000213626","81606","protein-coding"
"Q13794","PMAIP1","ENSG00000141682","5366","protein-coding"
"Q7Z602","GPR141","ENSG00000187037","353345","protein-coding"
"P51685","CCR8","ENSG00000179934","1237","protein-coding"
"P51677","CCR3","ENSG00000183625","1232","protein-coding"
"Q8NH69","OR5W2","ENSG00000187612","390148","protein-coding"
"P04808","RLN1","ENSG00000107018","6013","protein-coding"
"Q96F05","C11orf24","ENSG00000171067","53838","protein-coding"
"Q8NGX6","OR10R2","ENSG00000198965","343406","protein-coding"
"O14581","OR7A17","ENSG00000185385","26333","protein-coding"
"H0YL14","TMEM250","ENSG00000238227","90120","protein-coding"
"Q8TDE3","RNASE8","ENSG00000173431","122665","protein-coding"
"Q969D9","TSLP","ENSG00000145777","85480","protein-coding"
"Q6IF00","OR2T2","ENSG00000196240","401992","protein-coding"
"Q6IF00","OR2T2","ENSG00000275754","401992","protein-coding"
"Q6IF00","OR2T2","ENSG00000276821","401992","protein-coding"
"P61024","CKS1B","ENSG00000173207","1163","protein-coding"
"Q9BUK0","CHCHD7","ENSG00000170791","79145","protein-coding"
"P42830","CXCL5","ENSG00000163735","6374","protein-coding"
"P26842","CD27","ENSG00000139193","939","protein-coding"
"Q5SWH9","TMEM69","ENSG00000159596","51249","protein-coding"
"O14626","GPR171","ENSG00000174946","29909","protein-coding"
"P09228","CST2","ENSG00000170369","1470","protein-coding"
"Q14242","SELPLG","ENSG00000110876","6404","protein-coding"
"Q96R09","OR5B2","ENSG00000172365","390190","protein-coding"
"P59551","TAS2R60","ENSG00000185899","338398","protein-coding"
"P59551","TAS2R60","ENSG00000285341","338398","protein-coding"
"Q9Y3C5","RNF11","ENSG00000123091","26994","protein-coding"
"Q9NYV9","TAS2R13","ENSG00000212128","50838","protein-coding"
"Q9NYV9","TAS2R13","ENSG00000273457","50838","protein-coding"
"Q9NYV9","TAS2R13","ENSG00000277254","50838","protein-coding"
"O75324","SNN","ENSG00000184602","8303","protein-coding"
"Q9UKR5","ERG28","ENSG00000133935","11161","protein-coding"
"Q9BSH3","NICN1","ENSG00000145029","84276","protein-coding"
"Q96IX5","ATP5MK","ENSG00000173915","84833","protein-coding"
"P01591","JCHAIN","ENSG00000132465","3512","protein-coding"
"Q8NH56","OR52N5","ENSG00000181009","390075","protein-coding"
"A6NKQ9","CGB1","ENSG00000267631","114335","protein-coding"
"Q9UGF7","OR12D3","ENSG00000112462","81797","protein-coding"
"Q9UGF7","OR12D3","ENSG00000242022","81797","protein-coding"
"Q9UGF7","OR12D3","ENSG00000204692","81797","protein-coding"
"Q9UGF7","OR12D3","ENSG00000251394","81797","protein-coding"
"Q9UGF7","OR12D3","ENSG00000229181","81797","protein-coding"
"Q9UGF7","OR12D3","ENSG00000224487","81797","protein-coding"
"Q9UGF7","OR12D3","ENSG00000250364","81797","protein-coding"
"Q8NGZ5","OR2G2","ENSG00000177489","81470","protein-coding"
"Q8NGC8","OR11H7",NA,"390441","protein-coding"
"Q8N0Y5","OR8I2","ENSG00000172154","120586","protein-coding"
"Q8TDN7","ACER1","ENSG00000167769","125981","protein-coding"
"Q9H3V2","MS4A5","ENSG00000166930","64232","protein-coding"
"Q9H2C5","OR52A5","ENSG00000171944","390054","protein-coding"
"P01563","IFNA2","ENSG00000188379","3440","protein-coding"
"P24390","KDELR1","ENSG00000105438","10945","protein-coding"
"O75711","SCRG1","ENSG00000164106","11341","protein-coding"
"Q8NH74","OR10A6","ENSG00000279000","390093","protein-coding"
"Q8NH74","OR10A6","ENSG00000276451","390093","protein-coding"
"Q8NH74","OR10A6","ENSG00000280899","390093","protein-coding"
"Q6UXU6","TMEM92","ENSG00000167105","162461","protein-coding"
"Q8N1N2","DYNAP","ENSG00000178690","284254","protein-coding"
"P24522","GADD45A","ENSG00000116717","1647","protein-coding"
"Q9NR28","DIABLO","ENSG00000184047","56616","protein-coding"
"Q9Y585","OR1A2","ENSG00000172150","26189","protein-coding"
"Q6UXL0","IL20RB","ENSG00000174564","53833","protein-coding"
"Q9NX76","CMTM6","ENSG00000091317","54918","protein-coding"
"Q99732","LITAF","ENSG00000189067","9516","protein-coding"
"Q9H255","OR51E2","ENSG00000167332","81285","protein-coding"
"Q15077","P2RY6","ENSG00000171631","5031","protein-coding"
"A6NC42","DPPA5","ENSG00000203909","340168","protein-coding"
"Q8WXC3","PYDC1","ENSG00000169900","260434","protein-coding"
"Q8NDV2","GPR26","ENSG00000154478","2849","protein-coding"
"Q6L9T8","FAM72D","ENSG00000215784","728833","protein-coding"
"P49765","VEGFB","ENSG00000173511","7423","protein-coding"
"Q96GR4","ZDHHC12","ENSG00000160446","84885","protein-coding"
"P84090","ERH","ENSG00000100632","2079","protein-coding"
"Q8WZ92","OR5P2","ENSG00000183303","120065","protein-coding"
"Q8WZ92","OR5P2","ENSG00000276025","120065","protein-coding"
"Q8WZ92","OR5P2","ENSG00000280931","120065","protein-coding"
"Q9NYW3","TAS2R7","ENSG00000121377","50837","protein-coding"
"Q9NYW3","TAS2R7","ENSG00000273326","50837","protein-coding"
"Q9NYW3","TAS2R7","ENSG00000274327","50837","protein-coding"
"P62328","TMSB4X","ENSG00000205542","7114","protein-coding"
"Q9Y5P1","OR51B2","ENSG00000279012","79345","protein-coding"
"Q9GZK4","OR2H1","ENSG00000204688","26716","protein-coding"
"Q9GZK4","OR2H1","ENSG00000206471","26716","protein-coding"
"Q9GZK4","OR2H1","ENSG00000229125","26716","protein-coding"
"Q9GZK4","OR2H1","ENSG00000206516","26716","protein-coding"
"Q9GZK4","OR2H1","ENSG00000232984","26716","protein-coding"
"Q9GZK4","OR2H1","ENSG00000224395","26716","protein-coding"
"Q9GZK4","OR2H1","ENSG00000229408","26716","protein-coding"
"Q9GZK4","OR2H1","ENSG00000235132","26716","protein-coding"
"Q6P5X5","C22orf39","ENSG00000242259","128977","protein-coding"
