"UNIPROT","SYMBOL","ENSEMBL","ENTREZID","GENETYPE"
"O60939","SCN2B","ENSG00000149575","6327","protein-coding"
"O15540","FABP7","ENSG00000164434","2173","protein-coding"
"Q9C035","TRIM5","ENSG00000132256","85363","protein-coding"
"B2RXF5","ZBTB42","ENSG00000179627","100128927","protein-coding"
"Q9Y259","CHKB","ENSG00000100288","1120","protein-coding"
"Q9ULK4","MED23","ENSG00000112282","9439","protein-coding"
"Q96LB4","ATP6V1G3","ENSG00000151418","127124","protein-coding"
"Q96LB4","ATP6V1G3","ENSG00000263014","127124","protein-coding"
"A6NHN6","NPIPB15","ENSG00000196436","440348","protein-coding"
"Q7RTW8","OTOA","ENSG00000155719","146183","protein-coding"
"Q6NXR4","TTI2","ENSG00000129696","80185","protein-coding"
"Q9NZZ3","CHMP5","ENSG00000086065","51510","protein-coding"
"O75030","MITF","ENSG00000187098","4286","protein-coding"
"Q96F63","CCDC97","ENSG00000142039","90324","protein-coding"
"P61244","MAX","ENSG00000125952","4149","protein-coding"
"P12074","COX6A1","ENSG00000111775","1337","protein-coding"
"Q96NJ1","C9orf163","ENSG00000196366","158055","ncRNA"
"Q15382","RHEB","ENSG00000106615","6009","protein-coding"
"Q96Q07","BTBD9","ENSG00000183826","114781","protein-coding"
"Q17RG1","KCTD19","ENSG00000168676","146212","protein-coding"
"Q96CN5","LRRC45","ENSG00000169683","201255","protein-coding"
"P41247","PNPLA4","ENSG00000006757","8228","protein-coding"
"Q8N8L6","ARL10","ENSG00000175414","285598","protein-coding"
"Q6R6M4","USP17L2","ENSG00000223443","377630","protein-coding"
"Q6R6M4","USP17L2","ENSG00000284990","377630","protein-coding"
"Q9NPI5","NMRK2","ENSG00000077009","27231","protein-coding"
"P49755","TMED10","ENSG00000170348","10972","protein-coding"
"P82663","MRPS25","ENSG00000131368","64432","protein-coding"
"O75084","FZD7","ENSG00000155760","8324","protein-coding"
"Q11201","ST3GAL1","ENSG00000008513","6482","protein-coding"
"P48995","TRPC1","ENSG00000144935","7220","protein-coding"
"Q9BTC8","MTA3","ENSG00000057935","57504","protein-coding"
"Q17RM4","CCDC142","ENSG00000135637","84865","protein-coding"
"Q6NUK4","REEP3","ENSG00000165476","221035","protein-coding"
"Q5T7P8","SYT6","ENSG00000134207","148281","protein-coding"
"Q147X3","NAA30","ENSG00000139977","122830","protein-coding"
"Q8IXI1","RHOT2","ENSG00000140983","89941","protein-coding"
"O15165","LDLRAD4","ENSG00000168675","753","protein-coding"
"Q8TAV0","FAM76A","ENSG00000009780","199870","protein-coding"
"O00635","TRIM38","ENSG00000112343","10475","protein-coding"
"Q9NXR7","BABAM2","ENSG00000158019","9577","protein-coding"
"P31639","SLC5A2","ENSG00000140675","6524","protein-coding"
"P60510","PPP4C","ENSG00000149923","5531","protein-coding"
"P10606","COX5B","ENSG00000135940","1329","protein-coding"
"Q8N8I0","SAMD12","ENSG00000177570","401474","protein-coding"
"Q9NVE4","CCDC87","ENSG00000182791","55231","protein-coding"
"P01584","IL1B","ENSG00000125538","3553","protein-coding"
"Q8N474","SFRP1","ENSG00000104332","6422","protein-coding"
"Q96EK9","KTI12","ENSG00000198841","112970","protein-coding"
"P12980","LYL1","ENSG00000104903","4066","protein-coding"
"Q86YM7","HOMER1","ENSG00000152413","9456","protein-coding"
"Q9Y2I2","NTNG1","ENSG00000162631","22854","protein-coding"
"Q9UHD4","CIDEB","ENSG00000136305","27141","protein-coding"
"Q9UHD4","CIDEB","ENSG00000285199","27141","protein-coding"
"P46439","GSTM5","ENSG00000134201","2949","protein-coding"
"Q9NWU5","MRPL22","ENSG00000082515","29093","protein-coding"
"Q9H5V9","STEEP1","ENSG00000018610","63932","protein-coding"
"C9JRZ8","AKR1B15","ENSG00000227471","441282","protein-coding"
"P57081","WDR4","ENSG00000160193","10785","protein-coding"
"P61956","SUMO2","ENSG00000188612","6613","protein-coding"
"Q8NBS3","SLC4A11","ENSG00000088836","83959","protein-coding"
"Q7Z5J1","HSD11B1L","ENSG00000167733","374875","protein-coding"
"Q8N3J6","CADM2","ENSG00000175161","253559","protein-coding"
"Q9BYZ6","RHOBTB2","ENSG00000008853","23221","protein-coding"
"P14151","SELL","ENSG00000188404","6402","protein-coding"
"P51589","CYP2J2","ENSG00000134716","1573","protein-coding"
"Q9NXA8","SIRT5","ENSG00000124523","23408","protein-coding"
"Q86UD7","TBC1D26","ENSG00000214946","353149","protein-coding"
"Q8IW41","MAPKAPK5","ENSG00000089022","8550","protein-coding"
"Q8IYB1","MB21D2","ENSG00000180611","151963","protein-coding"
"Q9Y275","TNFSF13B","ENSG00000102524","10673","protein-coding"
"Q13057","COASY","ENSG00000068120","80347","protein-coding"
"Q6PH85","DCUN1D2","ENSG00000150401","55208","protein-coding"
"Q9UKB1","FBXW11","ENSG00000072803","23291","protein-coding"
"Q9H2A9","CHST8","ENSG00000124302","64377","protein-coding"
"Q8NCG7","DAGLB","ENSG00000164535","221955","protein-coding"
"P46597","ASMT","ENSG00000196433","438","protein-coding"
"Q7Z4M0","REC114","ENSG00000183324","283677","protein-coding"
"A6NHL2","TUBAL3","ENSG00000178462","79861","protein-coding"
"Q70SY1","CREB3L2","ENSG00000182158","64764","protein-coding"
"A6NCW7","USP17L4","ENSG00000236125","645402","protein-coding"
"A6NCW7","USP17L4","ENSG00000284781","645402","protein-coding"
"Q5TGI4","SAMD5","ENSG00000203727","389432","protein-coding"
"Q6UWB1","IL27RA","ENSG00000104998","9466","protein-coding"
"Q6UWB1","IL27RA","ENSG00000288185","9466","protein-coding"
"Q8NFJ9","BBS1","ENSG00000174483","582","protein-coding"
"Q8NBT0","POC1A","ENSG00000164087","25886","protein-coding"
"Q96BY2","MOAP1","ENSG00000165943","64112","protein-coding"
"Q96BY2","MOAP1","ENSG00000278268","64112","protein-coding"
"Q8N370","SLC43A2","ENSG00000167703","124935","protein-coding"
"Q8N370","SLC43A2","ENSG00000278550","124935","protein-coding"
"Q6ZTQ3","RASSF6","ENSG00000169435","166824","protein-coding"
"Q9Y5Z4","HEBP2","ENSG00000051620","23593","protein-coding"
"Q9NXC2","GFOD1","ENSG00000145990","54438","protein-coding"
"Q8IZK6","MCOLN2","ENSG00000153898","255231","protein-coding"
"P29218","IMPA1","ENSG00000133731","3612","protein-coding"
"Q8WX77","IGFBPL1","ENSG00000137142","347252","protein-coding"
"P00748","F12","ENSG00000131187","2161","protein-coding"
"Q5JUR7","TEX30","ENSG00000151287","93081","protein-coding"
"Q9UBM7","DHCR7","ENSG00000172893","1717","protein-coding"
"Q7Z569","BRAP","ENSG00000089234","8315","protein-coding"
"Q86WG3","ATCAY","ENSG00000167654","85300","protein-coding"
"Q8NFZ5","TNIP2","ENSG00000168884","79155","protein-coding"
"Q8NHP1","AKR7L","ENSG00000211454","246181","protein-coding"
"Q8N8Q3","ENDOV","ENSG00000173818","284131","protein-coding"
"Q8TE99","PXYLP1","ENSG00000155893","92370","protein-coding"
"Q9GZL7","WDR12","ENSG00000138442","55759","protein-coding"
"Q96RK4","BBS4","ENSG00000140463","585","protein-coding"
"P49914","MTHFS","ENSG00000136371","10588","protein-coding"
"Q4G0N8","SLC9C1","ENSG00000172139","285335","protein-coding"
"Q4G0N8","SLC9C1","ENSG00000285044","285335","protein-coding"
"Q9NZV1","CRIM1","ENSG00000150938","51232","protein-coding"
"Q9NZV1","CRIM1","ENSG00000277354","51232","protein-coding"
"Q15526","SURF1","ENSG00000148290","6834","protein-coding"
"Q15526","SURF1","ENSG00000280627","6834","protein-coding"
"Q5VWZ2","LYPLAL1","ENSG00000143353","127018","protein-coding"
"Q9BUH6","PAXX","ENSG00000148362","286257","protein-coding"
"O15264","MAPK13","ENSG00000156711","5603","protein-coding"
"Q9UBP6","METTL1","ENSG00000037897","4234","protein-coding"
"P15882","CHN1","ENSG00000128656","1123","protein-coding"
"A2A2Y4","FRMD3","ENSG00000172159","257019","protein-coding"
"Q9H6L5","RETREG1","ENSG00000154153","54463","protein-coding"
"Q96B86","RGMA","ENSG00000182175","56963","protein-coding"
"Q04837","SSBP1","ENSG00000106028","6742","protein-coding"
"Q04837","SSBP1","ENSG00000262771","6742","protein-coding"
"Q5T036","FAM120AOS","ENSG00000188938","158293","protein-coding"
"Q9NQG5","RPRD1B","ENSG00000101413","58490","protein-coding"
"P00746","CFD","ENSG00000197766","1675","protein-coding"
"P00746","CFD","ENSG00000274619","1675","protein-coding"
"Q9H6S1","AZI2","ENSG00000163512","64343","protein-coding"
"A6NE02","BTBD17","ENSG00000204347","388419","protein-coding"
"P24462","CYP3A7","ENSG00000160870","1551","protein-coding"
"P24462","CYP3A7-CYP3A51P","ENSG00000282301","100861540","protein-coding"
"Q96A73","KIAA1191","ENSG00000122203","57179","protein-coding"
"Q16875","PFKFB3","ENSG00000170525","5209","protein-coding"
"Q9BPX5","ARPC5L","ENSG00000136950","81873","protein-coding"
"Q13790","APOF","ENSG00000175336","319","protein-coding"
"Q8N9V2","TRIML1","ENSG00000184108","339976","protein-coding"
"Q96HZ4","HES6","ENSG00000144485","55502","protein-coding"
"Q9Y234","LIPT1","ENSG00000144182","51601","protein-coding"
"Q9UJY5","GGA1","ENSG00000100083","26088","protein-coding"
"Q6NVH7","SWSAP1","ENSG00000173928","126074","protein-coding"
"Q86WT6","TRIM69","ENSG00000185880","140691","protein-coding"
"Q86WT6","TRIM69","ENSG00000278211","140691","protein-coding"
"Q96G28","CFAP36","ENSG00000163001","112942","protein-coding"
"Q86VW1","SLC22A16","ENSG00000004809","85413","protein-coding"
"Q96I34","PPP1R16A","ENSG00000160972","84988","protein-coding"
"O75333","TBX10","ENSG00000167800","347853","protein-coding"
"P29558","RBMS1","ENSG00000153250","5937","protein-coding"
"Q6ZRY4","RBPMS2","ENSG00000166831","348093","protein-coding"
"Q969F9","HPS3","ENSG00000163755","84343","protein-coding"
"Q9H9L4","KANSL2","ENSG00000139620","54934","protein-coding"
"P51801","CLCNKB","ENSG00000184908","1188","protein-coding"
"O43567","RNF13","ENSG00000082996","11342","protein-coding"
"Q7Z572","SPATA21","ENSG00000187144","374955","protein-coding"
"Q8IYT2","CMTR2","ENSG00000180917","55783","protein-coding"
"Q49B96","COX19","ENSG00000240230","90639","protein-coding"
"Q96L03","SPATA17","ENSG00000162814","128153","protein-coding"
"Q8N6I1","EID2","ENSG00000176396","163126","protein-coding"
"Q9NUL7","DDX28","ENSG00000182810","55794","protein-coding"
"Q14139","UBE4A","ENSG00000110344","9354","protein-coding"
"Q9NSI5","IGSF5","ENSG00000183067","150084","protein-coding"
"P84022","SMAD3","ENSG00000166949","4088","protein-coding"
"Q9Y5T4","DNAJC15","ENSG00000120675","29103","protein-coding"
"Q9H467","CUEDC2","ENSG00000107874","79004","protein-coding"
"Q9H1Y3","OPN3","ENSG00000054277","23596","protein-coding"
"Q9H1Y3","OPN3","ENSG00000203668","23596","protein-coding"
"O14593","RFXANK","ENSG00000064490","8625","protein-coding"
"Q9UIL8","PHF11","ENSG00000136147","51131","protein-coding"
"P15407","FOSL1","ENSG00000175592","8061","protein-coding"
"Q9NUM4","TMEM106B","ENSG00000106460","54664","protein-coding"
"Q03405","PLAUR","ENSG00000011422","5329","protein-coding"
"Q6XQN6","NAPRT","ENSG00000147813","93100","protein-coding"
"Q6XQN6","NAPRT","ENSG00000278488","93100","protein-coding"
"Q92952","KCNN1","ENSG00000105642","3780","protein-coding"
"Q8N1A6","C4orf33","ENSG00000151470","132321","protein-coding"
"P54725","RAD23A","ENSG00000179262","5886","protein-coding"
"O95427","PIGN","ENSG00000197563","23556","protein-coding"
"Q96LL4","C8orf48","ENSG00000164743","157773","protein-coding"
"P02743","APCS","ENSG00000132703","325","protein-coding"
"Q8N8Y2","ATP6V0D2","ENSG00000147614","245972","protein-coding"
"Q9Y6N1","COX11","ENSG00000166260","1353","protein-coding"
"Q7L5A8","FA2H","ENSG00000103089","79152","protein-coding"
"Q96NB1","CEP20","ENSG00000133393","123811","protein-coding"
"Q96NB1","CEP20","ENSG00000276914","123811","protein-coding"
"Q9C030","TRIM6","ENSG00000121236","117854","protein-coding"
"O60667","FCMR","ENSG00000162894","9214","protein-coding"
"Q8NBT3","TMEM145","ENSG00000167619","284339","protein-coding"
"Q6UXF7","CLEC18B","ENSG00000140839","497190","protein-coding"
"Q9NZC7","WWOX","ENSG00000186153","51741","protein-coding"
"Q8N9V6","ANKRD53","ENSG00000144031","79998","protein-coding"
"Q13115","DUSP4","ENSG00000120875","1846","protein-coding"
"P49190","PTH2R","ENSG00000144407","5746","protein-coding"
"Q9UMY4","SNX12","ENSG00000147164","29934","protein-coding"
"Q08380","LGALS3BP","ENSG00000108679","3959","protein-coding"
"P62491","RAB11A","ENSG00000103769","8766","protein-coding"
"P07108","DBI","ENSG00000155368","1622","protein-coding"
"Q7RTV0","PHF5A","ENSG00000100410","84844","protein-coding"
"Q8IV36","HID1","ENSG00000167861","283987","protein-coding"
"Q13946","PDE7A","ENSG00000205268","5150","protein-coding"
"Q9HBW9","ADGRL4","ENSG00000162618","64123","protein-coding"
"Q8NEA5","C19orf18","ENSG00000177025","147685","protein-coding"
"Q5JTD0","TJAP1","ENSG00000137221","93643","protein-coding"
"Q6P461","ACSM6","ENSG00000173124","142827","protein-coding"
"Q4G0Z9","MCMDC2","ENSG00000178460","157777","protein-coding"
"Q9Y2Z9","COQ6","ENSG00000119723","51004","protein-coding"
"Q8NA70","FAM47B","ENSG00000189132","170062","protein-coding"
"Q8NCF0","CLEC18C","ENSG00000157335","283971","protein-coding"
"O60732","MAGEC1","ENSG00000155495","9947","protein-coding"
"Q9H8N7","ZNF395","ENSG00000186918","55893","protein-coding"
"P24278","ZBTB25","ENSG00000089775","7597","protein-coding"
"P15018","LIF","ENSG00000128342","3976","protein-coding"
"Q5VW36","FOCAD","ENSG00000188352","54914","protein-coding"
"O00764","PDXK","ENSG00000160209","8566","protein-coding"
"Q8N1E2","LYG1","ENSG00000144214","129530","protein-coding"
"Q9H869","YY1AP1","ENSG00000163374","55249","protein-coding"
"Q92565","RAPGEF5","ENSG00000136237","9771","protein-coding"
"Q92759","GTF2H4","ENSG00000213780","2968","protein-coding"
"Q92759","GTF2H4","ENSG00000226384","2968","protein-coding"
"Q92759","GTF2H4","ENSG00000234370","2968","protein-coding"
"Q92759","GTF2H4","ENSG00000233149","2968","protein-coding"
"Q92759","GTF2H4","ENSG00000236895","2968","protein-coding"
"Q92759","GTF2H4","ENSG00000221974","2968","protein-coding"
"Q9P2K2","TXNDC16","ENSG00000087301","57544","protein-coding"
"Q8WWB7","GLMP","ENSG00000198715","112770","protein-coding"
"P14555","PLA2G2A","ENSG00000188257","5320","protein-coding"
"Q76EJ3","SLC35D2","ENSG00000130958","11046","protein-coding"
"Q76EJ3","SLC35D2","ENSG00000285269","11046","protein-coding"
"P57735","RAB25","ENSG00000132698","57111","protein-coding"
"Q9BX93","PLA2G12B","ENSG00000138308","84647","protein-coding"
"O43920","NDUFS5","ENSG00000168653","4725","protein-coding"
"Q99541","PLIN2","ENSG00000147872","123","protein-coding"
"Q05048","CSTF1","ENSG00000101138","1477","protein-coding"
"Q7Z5M8","ABHD12B","ENSG00000131969","145447","protein-coding"
"P24468","NR2F2","ENSG00000185551","7026","protein-coding"
"Q9NP59","SLC40A1","ENSG00000138449","30061","protein-coding"
"Q9H3L0","MMADHC","ENSG00000168288","27249","protein-coding"
"Q16548","BCL2A1","ENSG00000140379","597","protein-coding"
"Q86WK6","AMIGO1","ENSG00000181754","57463","protein-coding"
"P31645","SLC6A4","ENSG00000108576","6532","protein-coding"
"Q9H2F9","CCDC68","ENSG00000166510","80323","protein-coding"
"Q6ZNC4","ZNF704","ENSG00000164684","619279","protein-coding"
"Q8TDW0","LRRC8C","ENSG00000171488","84230","protein-coding"
"O00148","DDX39A","ENSG00000123136","10212","protein-coding"
"Q5MJ70","SPDYA","ENSG00000163806","245711","protein-coding"
"Q9UIJ7","AK3","ENSG00000147853","50808","protein-coding"
"Q96H55","MYO19","ENSG00000278259","80179","protein-coding"
"Q96H55","MYO19","ENSG00000278372","80179","protein-coding"
"Q5XUX1","FBXW9","ENSG00000132004","84261","protein-coding"
"P56559","ARL4C","ENSG00000188042","10123","protein-coding"
"Q7Z7H5","TMED4","ENSG00000158604","222068","protein-coding"
"Q99884","SLC6A7","ENSG00000011083","6534","protein-coding"
"P24386","CHM","ENSG00000188419","1121","protein-coding"
"Q9H446","RWDD1","ENSG00000111832","51389","protein-coding"
"Q8WU58","FAM222B","ENSG00000173065","55731","protein-coding"
"Q9GZS1","POLR1E","ENSG00000137054","64425","protein-coding"
"O75956","CDK2AP2","ENSG00000167797","10263","protein-coding"
"Q7RTU3","OLIG3","ENSG00000177468","167826","protein-coding"
"Q8TBH0","ARRDC2","ENSG00000105643","27106","protein-coding"
"P51170","SCNN1G","ENSG00000166828","6340","protein-coding"
"B6A8C7","TARM1","ENSG00000248385","441864","protein-coding"
"B6A8C7","TARM1","ENSG00000276145","441864","protein-coding"
"B6A8C7","TARM1","ENSG00000274889","441864","protein-coding"
"B6A8C7","TARM1","ENSG00000275123","441864","protein-coding"
"B6A8C7","TARM1","ENSG00000277178","441864","protein-coding"
"B6A8C7","TARM1","ENSG00000275384","441864","protein-coding"
"B6A8C7","TARM1","ENSG00000273875","441864","protein-coding"
"B6A8C7","TARM1","ENSG00000276604","441864","protein-coding"
"B6A8C7","TARM1","ENSG00000275806","441864","protein-coding"
"B6A8C7","TARM1","ENSG00000276355","441864","protein-coding"
"Q969T3","SNX21","ENSG00000124104","90203","protein-coding"
"A4IF30","SLC35F4","ENSG00000151812","341880","protein-coding"
"Q6PD74","AAGAB","ENSG00000103591","79719","protein-coding"
"Q96DX4","RSPRY1","ENSG00000159579","89970","protein-coding"
"Q96P71","NECAB3","ENSG00000125967","63941","protein-coding"
"Q9NP71","MLXIPL","ENSG00000009950","51085","protein-coding"
"Q6UWI4","SHISA2","ENSG00000180730","387914","protein-coding"
"Q96FG2","ELMOD3","ENSG00000115459","84173","protein-coding"
"P12314","FCGR1A","ENSG00000150337","2209","protein-coding"
"Q9ULS6","KCNS2","ENSG00000156486","3788","protein-coding"
"Q7Z6M4","MTERF4","ENSG00000122085","130916","protein-coding"
"Q96GD4","AURKB","ENSG00000178999","9212","protein-coding"
"Q13495","MAMLD1","ENSG00000013619","10046","protein-coding"
"O95045","UPP2","ENSG00000007001","151531","protein-coding"
"P32322","PYCR1","ENSG00000183010","5831","protein-coding"
"Q15723","ELF2","ENSG00000109381","1998","protein-coding"
"P48050","KCNJ4","ENSG00000168135","3761","protein-coding"
"Q8TC71","SPATA18","ENSG00000163071","132671","protein-coding"
"Q8TEY5","CREB3L4","ENSG00000143578","148327","protein-coding"
"Q9Y5N1","HRH3","ENSG00000101180","11255","protein-coding"
"Q969U6","FBXW5","ENSG00000159069","54461","protein-coding"
"Q96DP5","MTFMT","ENSG00000103707","123263","protein-coding"
"P51151","RAB9A","ENSG00000123595","9367","protein-coding"
"Q86W28","NLRP8","ENSG00000179709","126205","protein-coding"
"O00170","AIP","ENSG00000110711","9049","protein-coding"
"Q9ULV1","FZD4","ENSG00000174804","8322","protein-coding"
"P49841","GSK3B","ENSG00000082701","2932","protein-coding"
"Q5W5X9","TTC23","ENSG00000103852","64927","protein-coding"
"Q7Z6J6","FRMD5","ENSG00000171877","84978","protein-coding"
"Q9NRN7","AASDHPPT","ENSG00000149313","60496","protein-coding"
"Q8NET8","TRPV3","ENSG00000167723","162514","protein-coding"
"Q6UWQ5","LYZL1","ENSG00000120563","84569","protein-coding"
"Q9NQ30","ESM1","ENSG00000164283","11082","protein-coding"
"Q9NXJ5","PGPEP1","ENSG00000130517","54858","protein-coding"
"Q9HC73","CRLF2","ENSG00000205755","64109","protein-coding"
"O43414","ERI3","ENSG00000117419","79033","protein-coding"
"Q9UM44","HHLA2","ENSG00000114455","11148","protein-coding"
"P48065","SLC6A12","ENSG00000111181","6539","protein-coding"
"Q6YHU6","THADA","ENSG00000115970","63892","protein-coding"
"Q96HU1","SGSM3","ENSG00000100359","27352","protein-coding"
"Q9NRA1","PDGFC","ENSG00000145431","56034","protein-coding"
"Q5J8M3","EMC4","ENSG00000128463","51234","protein-coding"
"O43257","ZNHIT1","ENSG00000106400","10467","protein-coding"
"Q9NQ48","LZTFL1","ENSG00000163818","54585","protein-coding"
"Q969M3","YIPF5","ENSG00000145817","81555","protein-coding"
"Q9BY64","UGT2B28","ENSG00000135226","54490","protein-coding"
"Q32M84","BTBD16","ENSG00000138152","118663","protein-coding"
"Q9C037","TRIM4","ENSG00000146833","89122","protein-coding"
"Q96BN2","TADA1","ENSG00000152382","117143","protein-coding"
"O75751","SLC22A3","ENSG00000146477","6581","protein-coding"
"Q7Z3B1","NEGR1","ENSG00000172260","257194","protein-coding"
"Q16816","PHKG1","ENSG00000164776","5260","protein-coding"
"Q96SZ5","ADO","ENSG00000181915","84890","protein-coding"
"A5D8T8","CLEC18A","ENSG00000157322","348174","protein-coding"
"Q8NEE6","FBXL13","ENSG00000161040","222235","protein-coding"
"Q96GS6","ABHD17A","ENSG00000129968","81926","protein-coding"
"Q8N0V5","GCNT2","ENSG00000111846","2651","protein-coding"
"Q8N0V5","GCNT2","ENSG00000285222","2651","protein-coding"
"Q9UJX4","ANAPC5","ENSG00000089053","51433","protein-coding"
"Q6P2I3","FAHD2B","ENSG00000144199","151313","protein-coding"
"Q9ULG3","CFAP92","ENSG00000114656","57501","protein-coding"
"Q8N4S7","PAQR4","ENSG00000162073","124222","protein-coding"
"P26572","MGAT1","ENSG00000131446","4245","protein-coding"
"P07550","ADRB2","ENSG00000169252","154","protein-coding"
"P01112","HRAS","ENSG00000174775","3265","protein-coding"
"P01112","HRAS","ENSG00000276536","3265","protein-coding"
"Q9UM63","PLAGL1","ENSG00000118495","5325","protein-coding"
"O14498","ISLR","ENSG00000129009","3671","protein-coding"
"O14498","ISLR","ENSG00000288508","3671","protein-coding"
"Q9UJQ7","SCP2D1","ENSG00000132631","140856","protein-coding"
"Q9H3D4","TP63","ENSG00000073282","8626","protein-coding"
"Q9GZN2","TGIF2","ENSG00000118707","60436","protein-coding"
"O15403","SLC16A6","ENSG00000108932","9120","protein-coding"
"P14927","UQCRB","ENSG00000156467","7381","protein-coding"
"O43868","SLC28A2","ENSG00000137860","9153","protein-coding"
"Q7Z6G3","NECAB2","ENSG00000103154","54550","protein-coding"
"Q7L7V1","DHX32","ENSG00000089876","55760","protein-coding"
"O15198","SMAD9","ENSG00000120693","4093","protein-coding"
"Q9C0E8","LNPK","ENSG00000144320","80856","protein-coding"
"Q5T6J7","IDNK","ENSG00000148057","414328","protein-coding"
"Q92556","ELMO1","ENSG00000155849","9844","protein-coding"
"Q7RTZ2","USP17L1","ENSG00000230549","401447","protein-coding"
"Q7RTZ2","USP17L1","ENSG00000284990","401447","protein-coding"
"Q7RTZ2","USP17L1","ENSG00000223443","401447","protein-coding"
"Q9HAP2","MLXIP","ENSG00000175727","22877","protein-coding"
"Q9HAP2","MLXIP","ENSG00000281178","22877","protein-coding"
"P61513","RPL37A","ENSG00000197756","6168","protein-coding"
"P37231","PPARG","ENSG00000132170","5468","protein-coding"
"Q96NT0","CCDC115","ENSG00000136710","84317","protein-coding"
"Q8TB24","RIN3","ENSG00000100599","79890","protein-coding"
"Q8N413","SLC25A45","ENSG00000162241","283130","protein-coding"
"Q86VZ6","JAZF1","ENSG00000153814","221895","protein-coding"
"Q68D42","TMEM215","ENSG00000188133","401498","protein-coding"
"Q6ZNI0","GCNT7","ENSG00000124091","140687","protein-coding"
"O94766","B3GAT3","ENSG00000149541","26229","protein-coding"
"Q86TL2","STIMATE","ENSG00000213533","375346","protein-coding"
"A8MV23","SERPINE3","ENSG00000253309","647174","protein-coding"
"Q92813","DIO2","ENSG00000211448","1734","protein-coding"
"Q8TDR4","TCP10L","ENSG00000242220","140290","protein-coding"
"Q9HBX9","RXFP1","ENSG00000171509","59350","protein-coding"
"A8MXV6","CDRT15L2","ENSG00000214819","256223","protein-coding"
"Q9BXR0","QTRT1","ENSG00000213339","81890","protein-coding"
"O15130","NPFF","ENSG00000139574","8620","protein-coding"
"Q8IU68","TMC8","ENSG00000167895","147138","protein-coding"
"P02753","RBP4","ENSG00000138207","5950","protein-coding"
"P36405","ARL3","ENSG00000138175","403","protein-coding"
"Q00059","TFAM","ENSG00000108064","7019","protein-coding"
"Q7Z7D3","VTCN1","ENSG00000134258","79679","protein-coding"
"Q9UPG8","PLAGL2","ENSG00000126003","5326","protein-coding"
"O75616","ERAL1","ENSG00000132591","26284","protein-coding"
"Q9H106","SIRPD","ENSG00000125900","128646","protein-coding"
"Q03591","CFHR1","ENSG00000244414","3078","protein-coding"
"Q96N03","VSTM2L","ENSG00000132821","128434","protein-coding"
"A8MT33","SYCE1L","ENSG00000205078","100130958","protein-coding"
"Q63HM1","AFMID","ENSG00000183077","125061","protein-coding"
"Q9GZV5","WWTR1","ENSG00000018408","25937","protein-coding"
"Q96LA6","FCRL1","ENSG00000163534","115350","protein-coding"
"P61758","VBP1","ENSG00000155959","7411","protein-coding"
"Q8N0Y7","PGAM4","ENSG00000226784","441531","protein-coding"
"P15813","CD1D","ENSG00000158473","912","protein-coding"
"Q8WYK0","ACOT12","ENSG00000172497","134526","protein-coding"
"Q96JX3","SERAC1","ENSG00000122335","84947","protein-coding"
"O15488","GYG2","ENSG00000056998","8908","protein-coding"
"Q9NVX7","KBTBD4","ENSG00000123444","55709","protein-coding"
"Q9NVX7","KBTBD4","ENSG00000284900","55709","protein-coding"
"Q5SYC1","CLVS2","ENSG00000146352","134829","protein-coding"
"Q5VWP3","MLIP","ENSG00000146147","90523","protein-coding"
"Q9NS91","RAD18","ENSG00000070950","56852","protein-coding"
"P50553","ASCL1","ENSG00000139352","429","protein-coding"
"Q9H0F7","ARL6","ENSG00000113966","84100","protein-coding"
"P43489","TNFRSF4","ENSG00000186827","7293","protein-coding"
"Q6ZST4","LCNL1","ENSG00000214402","401562","protein-coding"
"Q9H4A6","GOLPH3","ENSG00000113384","64083","protein-coding"
"P21926","CD9","ENSG00000010278","928","protein-coding"
"P06132","UROD","ENSG00000126088","7389","protein-coding"
"P31946","YWHAB","ENSG00000166913","7529","protein-coding"
"Q53GD3","SLC44A4","ENSG00000204385","80736","protein-coding"
"Q53GD3","SLC44A4","ENSG00000235336","80736","protein-coding"
"Q53GD3","SLC44A4","ENSG00000203463","80736","protein-coding"
"Q53GD3","SLC44A4","ENSG00000232180","80736","protein-coding"
"Q53GD3","SLC44A4","ENSG00000229077","80736","protein-coding"
"Q53GD3","SLC44A4","ENSG00000206378","80736","protein-coding"
"Q53GD3","SLC44A4","ENSG00000231479","80736","protein-coding"
"Q53GD3","SLC44A4","ENSG00000228263","80736","protein-coding"
"Q53F39","MPPE1","ENSG00000154889","65258","protein-coding"
"P19086","GNAZ","ENSG00000128266","2781","protein-coding"
"P11086","PNMT","ENSG00000141744","5409","protein-coding"
"Q9NQA5","TRPV5","ENSG00000127412","56302","protein-coding"
"Q9NQA5","TRPV5","ENSG00000274348","56302","protein-coding"
"Q96BA8","CREB3L1","ENSG00000157613","90993","protein-coding"
"O43699","SIGLEC6","ENSG00000105492","946","protein-coding"
"P69891","HBG1","ENSG00000213934","3047","protein-coding"
"P35240","NF2","ENSG00000186575","4771","protein-coding"
"Q9H2R5","KLK15","ENSG00000174562","55554","protein-coding"
"Q96NJ5","KLHL32","ENSG00000186231","114792","protein-coding"
"Q6JVE6","LCN10","ENSG00000187922","414332","protein-coding"
"Q9UJV3","MID2","ENSG00000080561","11043","protein-coding"
"Q9NVH2","INTS7","ENSG00000143493","25896","protein-coding"
"P28562","DUSP1","ENSG00000120129","1843","protein-coding"
